Region/Country/Area,Country/Region Name,Year,Series,Value
18,Southern Africa,2022,GDP real rates of growth (percent),2.1
11,Western Africa,1995,GDP in current prices (millions of US dollars),"105,290"
11,Western Africa,2005,GDP in current prices (millions of US dollars),"265,234"
11,Western Africa,2010,GDP in current prices (millions of US dollars),"511,565"
11,Western Africa,2015,GDP in current prices (millions of US dollars),"685,936"
11,Western Africa,2020,GDP in current prices (millions of US dollars),"693,913"
11,Western Africa,2021,GDP in current prices (millions of US dollars),"728,646"
11,Western Africa,2022,GDP in current prices (millions of US dollars),"770,232"
11,Western Africa,1995,GDP per capita (US dollars),506
11,Western Africa,2005,GDP per capita (US dollars),974
11,Western Africa,2010,GDP per capita (US dollars),"1,636"
11,Western Africa,2015,GDP per capita (US dollars),"1,915"
11,Western Africa,2020,GDP per capita (US dollars),"1,700"
11,Western Africa,2021,GDP per capita (US dollars),"1,741"
11,Western Africa,2022,GDP per capita (US dollars),"1,795"
11,Western Africa,1995,GDP in constant 2015 prices (millions of US dollars),"225,893"
11,Western Africa,2005,GDP in constant 2015 prices (millions of US dollars),"380,802"
11,Western Africa,2010,GDP in constant 2015 prices (millions of US dollars),"522,128"
11,Western Africa,2015,GDP in constant 2015 prices (millions of US dollars),"685,936"
11,Western Africa,2020,GDP in constant 2015 prices (millions of US dollars),"747,364"
11,Western Africa,2021,GDP in constant 2015 prices (millions of US dollars),"779,325"
11,Western Africa,2022,GDP in constant 2015 prices (millions of US dollars),"810,013"
11,Western Africa,1995,GDP real rates of growth (percent),1.5
11,Western Africa,2005,GDP real rates of growth (percent),6
11,Western Africa,2010,GDP real rates of growth (percent),7.6
11,Western Africa,2015,GDP real rates of growth (percent),3.5
11,Western Africa,2020,GDP real rates of growth (percent),-0.6
11,Western Africa,2021,GDP real rates of growth (percent),4.3
11,Western Africa,2022,GDP real rates of growth (percent),3.9
19,Americas,1995,GDP in current prices (millions of US dollars),"10,242,888"
19,Americas,2005,GDP in current prices (millions of US dollars),"17,124,347"
19,Americas,2010,GDP in current prices (millions of US dollars),"22,077,292"
19,Americas,2015,GDP in current prices (millions of US dollars),"25,414,810"
19,Americas,2020,GDP in current prices (millions of US dollars),"27,666,347"
19,Americas,2021,GDP in current prices (millions of US dollars),"31,004,182"
19,Americas,2022,GDP in current prices (millions of US dollars),"34,020,481"
19,Americas,1995,GDP per capita (US dollars),"13,176"
19,Americas,2005,GDP per capita (US dollars),"19,328"
19,Americas,2010,GDP per capita (US dollars),"23,622"
19,Americas,2015,GDP per capita (US dollars),"25,872"
19,Americas,2020,GDP per capita (US dollars),"27,003"
19,Americas,2021,GDP per capita (US dollars),"30,097"
19,Americas,2022,GDP per capita (US dollars),"32,842"
19,Americas,1995,GDP in constant 2015 prices (millions of US dollars),"15,249,801"
19,Americas,2005,GDP in constant 2015 prices (millions of US dollars),"21,080,187"
19,Americas,2010,GDP in constant 2015 prices (millions of US dollars),"22,747,677"
19,Americas,2015,GDP in constant 2015 prices (millions of US dollars),"25,414,810"
19,Americas,2020,GDP in constant 2015 prices (millions of US dollars),"26,454,540"
19,Americas,2021,GDP in constant 2015 prices (millions of US dollars),"28,033,939"
19,Americas,2022,GDP in constant 2015 prices (millions of US dollars),"28,714,113"
19,Americas,1995,GDP real rates of growth (percent),2.3
19,Americas,2005,GDP real rates of growth (percent),3.6
19,Americas,2010,GDP real rates of growth (percent),3.4
19,Americas,2015,GDP real rates of growth (percent),2.1
19,Americas,2020,GDP real rates of growth (percent),-3.4
19,Americas,2021,GDP real rates of growth (percent),6
19,Americas,2022,GDP real rates of growth (percent),2.4
21,Northern America,1995,GDP in current prices (millions of US dollars),"8,249,570"
21,Northern America,2005,GDP in current prices (millions of US dollars),"14,219,073"
21,Northern America,2010,GDP in current prices (millions of US dollars),"16,675,376"
21,Northern America,2015,GDP in current prices (millions of US dollars),"19,860,284"
21,Northern America,2020,GDP in current prices (millions of US dollars),"22,980,568"
21,Northern America,2021,GDP in current prices (millions of US dollars),"25,606,009"
21,Northern America,2022,GDP in current prices (millions of US dollars),"27,892,511"
21,Northern America,1995,GDP per capita (US dollars),"27,958"
21,Northern America,2005,GDP per capita (US dollars),"43,196"
21,Northern America,2010,GDP per capita (US dollars),"48,297"
21,Northern America,2015,GDP per capita (US dollars),"55,097"
21,Northern America,2020,GDP per capita (US dollars),"61,453"
21,Northern America,2021,GDP per capita (US dollars),"68,233"
21,Northern America,2022,GDP per capita (US dollars),"74,012"
21,Northern America,1995,GDP in constant 2015 prices (millions of US dollars),"12,070,353"
21,Northern America,2005,GDP in constant 2015 prices (millions of US dollars),"16,891,978"
21,Northern America,2010,GDP in constant 2015 prices (millions of US dollars),"17,751,958"
21,Northern America,2015,GDP in constant 2015 prices (millions of US dollars),"19,860,284"
21,Northern America,2020,GDP in constant 2015 prices (millions of US dollars),"21,309,921"
21,Northern America,2021,GDP in constant 2015 prices (millions of US dollars),"22,533,082"
21,Northern America,2022,GDP in constant 2015 prices (millions of US dollars),"22,994,457"
21,Northern America,1995,GDP real rates of growth (percent),2.7
21,Northern America,2005,GDP real rates of growth (percent),3.5
21,Northern America,2010,GDP real rates of growth (percent),2.7
21,Northern America,2015,GDP real rates of growth (percent),2.8
21,Northern America,2020,GDP real rates of growth (percent),-2.4
21,Northern America,2021,GDP real rates of growth (percent),5.7
21,Northern America,2022,GDP real rates of growth (percent),2
419,Latin America & the Caribbean,1995,GDP in current prices (millions of US dollars),"1,993,319"
419,Latin America & the Caribbean,2005,GDP in current prices (millions of US dollars),"2,905,274"
419,Latin America & the Caribbean,2010,GDP in current prices (millions of US dollars),"5,401,916"
419,Latin America & the Caribbean,2015,GDP in current prices (millions of US dollars),"5,554,527"
419,Latin America & the Caribbean,2020,GDP in current prices (millions of US dollars),"4,685,778"
419,Latin America & the Caribbean,2021,GDP in current prices (millions of US dollars),"5,398,173"
419,Latin America & the Caribbean,2022,GDP in current prices (millions of US dollars),"6,127,970"
419,Latin America & the Caribbean,1995,GDP per capita (US dollars),"4,133"
419,Latin America & the Caribbean,2005,GDP per capita (US dollars),"5,218"
419,Latin America & the Caribbean,2010,GDP per capita (US dollars),"9,166"
419,Latin America & the Caribbean,2015,GDP per capita (US dollars),"8,932"
419,Latin America & the Caribbean,2020,GDP per capita (US dollars),"7,202"
419,Latin America & the Caribbean,2021,GDP per capita (US dollars),"8,243"
419,Latin America & the Caribbean,2022,GDP per capita (US dollars),"9,298"
419,Latin America & the Caribbean,1995,GDP in constant 2015 prices (millions of US dollars),"3,179,449"
419,Latin America & the Caribbean,2005,GDP in constant 2015 prices (millions of US dollars),"4,188,209"
419,Latin America & the Caribbean,2010,GDP in constant 2015 prices (millions of US dollars),"4,995,719"
419,Latin America & the Caribbean,2015,GDP in constant 2015 prices (millions of US dollars),"5,554,527"
419,Latin America & the Caribbean,2020,GDP in constant 2015 prices (millions of US dollars),"5,144,619"
419,Latin America & the Caribbean,2021,GDP in constant 2015 prices (millions of US dollars),"5,500,857"
419,Latin America & the Caribbean,2022,GDP in constant 2015 prices (millions of US dollars),"5,719,657"
419,Latin America & the Caribbean,1995,GDP real rates of growth (percent),1.1
419,Latin America & the Caribbean,2005,GDP real rates of growth (percent),4.4
419,Latin America & the Caribbean,2010,GDP real rates of growth (percent),5.8
419,Latin America & the Caribbean,2015,GDP real rates of growth (percent),0
419,Latin America & the Caribbean,2020,GDP real rates of growth (percent),-7.2
419,Latin America & the Caribbean,2021,GDP real rates of growth (percent),6.9
419,Latin America & the Caribbean,2022,GDP real rates of growth (percent),4
29,Caribbean,1995,GDP in current prices (millions of US dollars),"121,859"
29,Caribbean,2005,GDP in current prices (millions of US dollars),"226,610"
29,Caribbean,2010,GDP in current prices (millions of US dollars),"297,212"
29,Caribbean,2015,GDP in current prices (millions of US dollars),"354,748"
29,Caribbean,2020,GDP in current prices (millions of US dollars),"375,791"
29,Caribbean,2021,GDP in current prices (millions of US dollars),"424,831"
29,Caribbean,2022,GDP in current prices (millions of US dollars),"483,941"
29,Caribbean,1995,GDP per capita (US dollars),"3,442"
29,Caribbean,2005,GDP per capita (US dollars),"5,817"
29,Caribbean,2010,GDP per capita (US dollars),"7,350"
29,Caribbean,2015,GDP per capita (US dollars),"8,486"
29,Caribbean,2020,GDP per capita (US dollars),"8,734"
29,Caribbean,2021,GDP per capita (US dollars),"9,823"
29,Caribbean,2022,GDP per capita (US dollars),"11,135"
29,Caribbean,1995,GDP in constant 2015 prices (millions of US dollars),"202,807"
29,Caribbean,2005,GDP in constant 2015 prices (millions of US dollars),"294,658"
29,Caribbean,2010,GDP in constant 2015 prices (millions of US dollars),"325,063"
29,Caribbean,2015,GDP in constant 2015 prices (millions of US dollars),"354,748"
29,Caribbean,2020,GDP in constant 2015 prices (millions of US dollars),"339,192"
29,Caribbean,2021,GDP in constant 2015 prices (millions of US dollars),"354,039"
29,Caribbean,2022,GDP in constant 2015 prices (millions of US dollars),"367,262"
29,Caribbean,1995,GDP real rates of growth (percent),4.2
29,Caribbean,2005,GDP real rates of growth (percent),3.6
29,Caribbean,2010,GDP real rates of growth (percent),1.7
29,Caribbean,2015,GDP real rates of growth (percent),2.3
29,Caribbean,2020,GDP real rates of growth (percent),-8.4
29,Caribbean,2021,GDP real rates of growth (percent),4.4
29,Caribbean,2022,GDP real rates of growth (percent),3.7
13,Central America,1995,GDP in current prices (millions of US dollars),"432,357"
13,Central America,2005,GDP in current prices (millions of US dollars),"1,012,333"
13,Central America,2010,GDP in current prices (millions of US dollars),"1,258,279"
13,Central America,2015,GDP in current prices (millions of US dollars),"1,446,809"
13,Central America,2020,GDP in current prices (millions of US dollars),"1,381,514"
13,Central America,2021,GDP in current prices (millions of US dollars),"1,605,656"
13,Central America,2022,GDP in current prices (millions of US dollars),"1,785,939"
13,Central America,1995,GDP per capita (US dollars),"3,512"
13,Central America,2005,GDP per capita (US dollars),"6,956"
13,Central America,2010,GDP per capita (US dollars),"8,063"
13,Central America,2015,GDP per capita (US dollars),"8,654"
13,Central America,2020,GDP per capita (US dollars),"7,834"
13,Central America,2021,GDP per capita (US dollars),"9,038"
13,Central America,2022,GDP per capita (US dollars),"9,974"
13,Central America,1995,GDP in constant 2015 prices (millions of US dollars),"828,947"
13,Central America,2005,GDP in constant 2015 prices (millions of US dollars),"1,154,309"
13,Central America,2010,GDP in constant 2015 prices (millions of US dollars),"1,252,684"
13,Central America,2015,GDP in constant 2015 prices (millions of US dollars),"1,446,809"
13,Central America,2020,GDP in constant 2015 prices (millions of US dollars),"1,415,834"
13,Central America,2021,GDP in constant 2015 prices (millions of US dollars),"1,509,084"
13,Central America,2022,GDP in constant 2015 prices (millions of US dollars),"1,573,131"
13,Central America,1995,GDP real rates of growth (percent),-4.7
13,Central America,2005,GDP real rates of growth (percent),2.4
13,Central America,2010,GDP real rates of growth (percent),4.9
13,Central America,2015,GDP real rates of growth (percent),3
13,Central America,2020,GDP real rates of growth (percent),-8.5
13,Central America,2021,GDP real rates of growth (percent),6.6
13,Central America,2022,GDP real rates of growth (percent),4.2
5,South America,1995,GDP in current prices (millions of US dollars),"1,439,103"
5,South America,2005,GDP in current prices (millions of US dollars),"1,666,331"
5,South America,2010,GDP in current prices (millions of US dollars),"3,846,426"
5,South America,2015,GDP in current prices (millions of US dollars),"3,752,970"
5,South America,2020,GDP in current prices (millions of US dollars),"2,928,474"
5,South America,2021,GDP in current prices (millions of US dollars),"3,367,686"
5,South America,2022,GDP in current prices (millions of US dollars),"3,858,090"
5,South America,1995,GDP per capita (US dollars),"4,444"
5,South America,2005,GDP per capita (US dollars),"4,476"
5,South America,2010,GDP per capita (US dollars),"9,791"
5,South America,2015,GDP per capita (US dollars),"9,090"
5,South America,2020,GDP per capita (US dollars),"6,791"
5,South America,2021,GDP per capita (US dollars),"7,760"
5,South America,2022,GDP per capita (US dollars),"8,839"
5,South America,1995,GDP in constant 2015 prices (millions of US dollars),"2,147,695"
5,South America,2005,GDP in constant 2015 prices (millions of US dollars),"2,739,242"
5,South America,2010,GDP in constant 2015 prices (millions of US dollars),"3,417,973"
5,South America,2015,GDP in constant 2015 prices (millions of US dollars),"3,752,970"
5,South America,2020,GDP in constant 2015 prices (millions of US dollars),"3,389,594"
5,South America,2021,GDP in constant 2015 prices (millions of US dollars),"3,637,734"
5,South America,2022,GDP in constant 2015 prices (millions of US dollars),"3,779,263"
5,South America,1995,GDP real rates of growth (percent),3.2
5,South America,2005,GDP real rates of growth (percent),5.4
5,South America,2010,GDP real rates of growth (percent),6.6
5,South America,2015,GDP real rates of growth (percent),-1.3
5,South America,2020,GDP real rates of growth (percent),-6.6
5,South America,2021,GDP real rates of growth (percent),7.3
5,South America,2022,GDP real rates of growth (percent),3.9
142,Asia,1995,GDP in current prices (millions of US dollars),"9,324,655"
142,Asia,2005,GDP in current prices (millions of US dollars),"12,487,279"
142,Asia,2010,GDP in current prices (millions of US dollars),"21,143,028"
142,Asia,2015,GDP in current prices (millions of US dollars),"26,966,511"
142,Asia,2020,GDP in current prices (millions of US dollars),"32,632,452"
142,Asia,2021,GDP in current prices (millions of US dollars),"37,500,174"
142,Asia,2022,GDP in current prices (millions of US dollars),"38,004,625"
142,Asia,1995,GDP per capita (US dollars),"2,677"
142,Asia,2005,GDP per capita (US dollars),"3,138"
142,Asia,2010,GDP per capita (US dollars),"5,010"
142,Asia,2015,GDP per capita (US dollars),"6,048"
142,Asia,2020,GDP per capita (US dollars),"6,997"
142,Asia,2021,GDP per capita (US dollars),"7,989"
142,Asia,2022,GDP per capita (US dollars),"8,049"
142,Asia,1995,GDP in constant 2015 prices (millions of US dollars),"10,036,707"
142,Asia,2005,GDP in constant 2015 prices (millions of US dollars),"15,697,678"
142,Asia,2010,GDP in constant 2015 prices (millions of US dollars),"20,870,686"
142,Asia,2015,GDP in constant 2015 prices (millions of US dollars),"26,966,511"
142,Asia,2020,GDP in constant 2015 prices (millions of US dollars),"32,005,321"
142,Asia,2021,GDP in constant 2015 prices (millions of US dollars),"34,117,438"
142,Asia,2022,GDP in constant 2015 prices (millions of US dollars),"35,357,380"
142,Asia,1995,GDP real rates of growth (percent),5.5
142,Asia,2005,GDP real rates of growth (percent),6.3
142,Asia,2010,GDP real rates of growth (percent),7.8
142,Asia,2015,GDP real rates of growth (percent),5
142,Asia,2020,GDP real rates of growth (percent),-0.9
142,Asia,2021,GDP real rates of growth (percent),6.6
142,Asia,2022,GDP real rates of growth (percent),3.6
143,Central Asia,1995,GDP in current prices (millions of US dollars),"41,632"
