Region/Country/Area,Country/Region Name,Year,Series,Value
2,Africa,2022,Total population of concern to UNHCR (number),"37,337,940"
15,Northern Africa,2005,International migrant stock: Both sexes (number),"1,749,718"
15,Northern Africa,2005,International migrant stock: Both sexes (% total population),0.9
15,Northern Africa,2010,International migrant stock: Both sexes (number),"1,952,040"
15,Northern Africa,2010,International migrant stock: Both sexes (% total population),1
15,Northern Africa,2015,International migrant stock: Both sexes (number),"2,138,918"
15,Northern Africa,2015,International migrant stock: Both sexes (% total population),1
15,Northern Africa,2020,International migrant stock: Both sexes (number),"3,167,926"
15,Northern Africa,2020,International migrant stock: Both sexes (% total population),1.3
202,Sub-Saharan Africa,2005,International migrant stock: Both sexes (number),"14,290,369"
202,Sub-Saharan Africa,2005,International migrant stock: Both sexes (% total population),2
202,Sub-Saharan Africa,2005,International migrant stock: Male (% total Population),2.1
202,Sub-Saharan Africa,2005,International migrant stock: Female (% total Population),1.8
202,Sub-Saharan Africa,2010,International migrant stock: Both sexes (number),"15,854,637"
202,Sub-Saharan Africa,2010,International migrant stock: Both sexes (% total population),1.9
202,Sub-Saharan Africa,2010,International migrant stock: Male (% total Population),2
202,Sub-Saharan Africa,2010,International migrant stock: Female (% total Population),1.8
202,Sub-Saharan Africa,2015,International migrant stock: Both sexes (number),"20,721,874"
202,Sub-Saharan Africa,2015,International migrant stock: Both sexes (% total population),2.2
202,Sub-Saharan Africa,2015,International migrant stock: Male (% total Population),2.3
202,Sub-Saharan Africa,2015,International migrant stock: Female (% total Population),2.1
202,Sub-Saharan Africa,2020,International migrant stock: Both sexes (number),"22,221,538"
202,Sub-Saharan Africa,2020,International migrant stock: Both sexes (% total population),2
202,Sub-Saharan Africa,2020,International migrant stock: Male (% total Population),2.1
202,Sub-Saharan Africa,2020,International migrant stock: Female (% total Population),1.9
14,Eastern Africa,2005,International migrant stock: Both sexes (number),"4,788,649"
14,Eastern Africa,2005,International migrant stock: Both sexes (% total population),1.6
14,Eastern Africa,2005,International migrant stock: Male (% total Population),1.7
14,Eastern Africa,2005,International migrant stock: Female (% total Population),1.5
14,Eastern Africa,2010,International migrant stock: Both sexes (number),"4,743,657"
14,Eastern Africa,2010,International migrant stock: Both sexes (% total population),1.4
14,Eastern Africa,2010,International migrant stock: Male (% total Population),1.4
14,Eastern Africa,2010,International migrant stock: Female (% total Population),1.4
14,Eastern Africa,2015,International migrant stock: Both sexes (number),"6,696,922"
14,Eastern Africa,2015,International migrant stock: Both sexes (% total population),1.7
14,Eastern Africa,2015,International migrant stock: Male (% total Population),1.7
14,Eastern Africa,2015,International migrant stock: Female (% total Population),1.7
14,Eastern Africa,2020,International migrant stock: Both sexes (number),"7,682,801"
14,Eastern Africa,2020,International migrant stock: Both sexes (% total population),1.7
14,Eastern Africa,2020,International migrant stock: Male (% total Population),1.7
14,Eastern Africa,2020,International migrant stock: Female (% total Population),1.7
17,Middle Africa,2005,International migrant stock: Both sexes (number),"1,961,951"
17,Middle Africa,2005,International migrant stock: Both sexes (% total population),1.8
17,Middle Africa,2005,International migrant stock: Male (% total Population),1.8
17,Middle Africa,2005,International migrant stock: Female (% total Population),1.7
17,Middle Africa,2010,International migrant stock: Both sexes (number),"2,436,802"
17,Middle Africa,2010,International migrant stock: Both sexes (% total population),1.9
17,Middle Africa,2010,International migrant stock: Male (% total Population),1.9
17,Middle Africa,2010,International migrant stock: Female (% total Population),1.8
17,Middle Africa,2015,International migrant stock: Both sexes (number),"3,479,911"
17,Middle Africa,2015,International migrant stock: Both sexes (% total population),2.3
17,Middle Africa,2015,International migrant stock: Male (% total Population),2.4
17,Middle Africa,2015,International migrant stock: Female (% total Population),2.1
17,Middle Africa,2020,International migrant stock: Both sexes (number),"3,861,568"
17,Middle Africa,2020,International migrant stock: Both sexes (% total population),2.2
17,Middle Africa,2020,International migrant stock: Male (% total Population),2.3
17,Middle Africa,2020,International migrant stock: Female (% total Population),2
18,Southern Africa,2005,International migrant stock: Both sexes (number),"1,582,721"
18,Southern Africa,2005,International migrant stock: Both sexes (% total population),2.9
18,Southern Africa,2005,International migrant stock: Male (% total Population),3.4
18,Southern Africa,2005,International migrant stock: Female (% total Population),2.4
18,Southern Africa,2010,International migrant stock: Both sexes (number),"2,352,541"
18,Southern Africa,2010,International migrant stock: Both sexes (% total population),4
18,Southern Africa,2010,International migrant stock: Male (% total Population),4.7
18,Southern Africa,2010,International migrant stock: Female (% total Population),3.4
18,Southern Africa,2015,International migrant stock: Both sexes (number),"3,477,903"
18,Southern Africa,2015,International migrant stock: Both sexes (% total population),5.5
18,Southern Africa,2015,International migrant stock: Male (% total Population),6.1
18,Southern Africa,2015,International migrant stock: Female (% total Population),4.9
18,Southern Africa,2020,International migrant stock: Both sexes (number),"3,125,072"
18,Southern Africa,2020,International migrant stock: Both sexes (% total population),4.6
18,Southern Africa,2020,International migrant stock: Male (% total Population),5.3
18,Southern Africa,2020,International migrant stock: Female (% total Population),3.9
11,Western Africa,2005,International migrant stock: Both sexes (number),"5,957,048"
11,Western Africa,2005,International migrant stock: Both sexes (% total population),2.2
11,Western Africa,2005,International migrant stock: Male (% total Population),2.4
11,Western Africa,2005,International migrant stock: Female (% total Population),2.1
11,Western Africa,2010,International migrant stock: Both sexes (number),"6,321,637"
11,Western Africa,2010,International migrant stock: Both sexes (% total population),2.1
11,Western Africa,2010,International migrant stock: Male (% total Population),2.2
11,Western Africa,2010,International migrant stock: Female (% total Population),1.9
11,Western Africa,2015,International migrant stock: Both sexes (number),"7,067,138"
11,Western Africa,2015,International migrant stock: Both sexes (% total population),2
11,Western Africa,2015,International migrant stock: Male (% total Population),2.1
11,Western Africa,2015,International migrant stock: Female (% total Population),1.9
11,Western Africa,2020,International migrant stock: Both sexes (number),"7,552,097"
11,Western Africa,2020,International migrant stock: Both sexes (% total population),1.9
11,Western Africa,2020,International migrant stock: Male (% total Population),2
11,Western Africa,2020,International migrant stock: Female (% total Population),1.8
21,Northern America,2005,International migrant stock: Both sexes (number),"45,363,089"
21,Northern America,2005,International migrant stock: Both sexes (% total population),13.9
21,Northern America,2005,International migrant stock: Male (% total Population),14
21,Northern America,2005,International migrant stock: Female (% total Population),13.8
21,Northern America,2010,International migrant stock: Both sexes (number),"50,970,524"
21,Northern America,2010,International migrant stock: Both sexes (% total population),14.8
21,Northern America,2010,International migrant stock: Male (% total Population),14.7
21,Northern America,2010,International migrant stock: Female (% total Population),15
21,Northern America,2015,International migrant stock: Both sexes (number),"55,633,741"
21,Northern America,2015,International migrant stock: Both sexes (% total population),15.6
21,Northern America,2015,International migrant stock: Male (% total Population),15.3
21,Northern America,2015,International migrant stock: Female (% total Population),15.9
21,Northern America,2015,Total refugees and people in refugee-like situations (number),"416,385"
21,Northern America,2015,"Asylum seekers, including pending cases (number)","238,989"
21,Northern America,2015,Total population of concern to UNHCR (number),"655,374"
21,Northern America,2019,Total refugees and people in refugee-like situations (number),"420,131"
21,Northern America,2019,"Asylum seekers, including pending cases (number)","809,134"
21,Northern America,2019,Other of concern to UNHCR (number),"3,790"
21,Northern America,2019,Total population of concern to UNHCR (number),"1,233,055"
21,Northern America,2020,International migrant stock: Both sexes (number),"58,708,795"
21,Northern America,2020,International migrant stock: Both sexes (% total population),15.9
21,Northern America,2020,International migrant stock: Male (% total Population),15.5
21,Northern America,2020,International migrant stock: Female (% total Population),16.3
419,Latin America & the Caribbean,2005,International migrant stock: Both sexes (number),"7,184,113"
419,Latin America & the Caribbean,2005,International migrant stock: Both sexes (% total population),1.3
419,Latin America & the Caribbean,2005,International migrant stock: Male (% total Population),1.3
419,Latin America & the Caribbean,2005,International migrant stock: Female (% total Population),1.3
419,Latin America & the Caribbean,2010,International migrant stock: Both sexes (number),"8,326,588"
419,Latin America & the Caribbean,2010,International migrant stock: Both sexes (% total population),1.4
419,Latin America & the Caribbean,2010,International migrant stock: Male (% total Population),1.4
419,Latin America & the Caribbean,2010,International migrant stock: Female (% total Population),1.4
419,Latin America & the Caribbean,2015,International migrant stock: Both sexes (number),"9,441,503"
419,Latin America & the Caribbean,2015,International migrant stock: Both sexes (% total population),1.5
419,Latin America & the Caribbean,2015,International migrant stock: Male (% total Population),1.5
419,Latin America & the Caribbean,2015,International migrant stock: Female (% total Population),1.5
419,Latin America & the Caribbean,2015,Total refugees and people in refugee-like situations (number),"336,552"
419,Latin America & the Caribbean,2015,"Asylum seekers, including pending cases (number)","37,378"
419,Latin America & the Caribbean,2015,Other of concern to UNHCR (number),"6,697,290"
419,Latin America & the Caribbean,2015,Total population of concern to UNHCR (number),"7,071,220"
419,Latin America & the Caribbean,2019,Total refugees and people in refugee-like situations (number),"220,962"
419,Latin America & the Caribbean,2019,"Asylum seekers, including pending cases (number)","759,306"
419,Latin America & the Caribbean,2019,Other of concern to UNHCR (number),"12,450,136"
419,Latin America & the Caribbean,2019,Total population of concern to UNHCR (number),"13,430,404"
419,Latin America & the Caribbean,2020,International migrant stock: Both sexes (number),"14,794,623"
419,Latin America & the Caribbean,2020,International migrant stock: Both sexes (% total population),2.3
419,Latin America & the Caribbean,2020,International migrant stock: Male (% total Population),2.3
419,Latin America & the Caribbean,2020,International migrant stock: Female (% total Population),2.2
29,Caribbean,2005,International migrant stock: Both sexes (number),"1,275,731"
29,Caribbean,2005,International migrant stock: Both sexes (% total population),3.2
29,Caribbean,2005,International migrant stock: Male (% total Population),3.3
29,Caribbean,2005,International migrant stock: Female (% total Population),3.1
29,Caribbean,2010,International migrant stock: Both sexes (number),"1,338,893"
29,Caribbean,2010,International migrant stock: Both sexes (% total population),3.2
29,Caribbean,2010,International migrant stock: Male (% total Population),3.4
29,Caribbean,2010,International migrant stock: Female (% total Population),3.1
29,Caribbean,2015,International migrant stock: Both sexes (number),"1,501,081"
29,Caribbean,2015,International migrant stock: Both sexes (% total population),3.5
29,Caribbean,2015,International migrant stock: Male (% total Population),3.8
29,Caribbean,2015,International migrant stock: Female (% total Population),3.3
29,Caribbean,2020,International migrant stock: Both sexes (number),"1,605,148"
29,Caribbean,2020,International migrant stock: Both sexes (% total population),3.7
29,Caribbean,2020,International migrant stock: Male (% total Population),4
29,Caribbean,2020,International migrant stock: Female (% total Population),3.4
420,Latin America,2022,Total refugees and people in refugee-like situations (number),"281,732"
420,Latin America,2022,"Asylum seekers, including pending cases (number)","1,217,491"
420,Latin America,2022,Other of concern to UNHCR (number),"16,296,511"
420,Latin America,2022,Total population of concern to UNHCR (number),"17,795,729"
13,Central America,2005,International migrant stock: Both sexes (number),"1,378,041"
13,Central America,2005,International migrant stock: Both sexes (% total population),0.9
13,Central America,2005,International migrant stock: Male (% total Population),1
13,Central America,2005,International migrant stock: Female (% total Population),0.9
13,Central America,2010,International migrant stock: Both sexes (number),"1,751,028"
13,Central America,2010,International migrant stock: Both sexes (% total population),1.1
13,Central America,2010,International migrant stock: Male (% total Population),1.1
13,Central America,2010,International migrant stock: Female (% total Population),1.1
13,Central America,2015,International migrant stock: Both sexes (number),"1,860,215"
13,Central America,2015,International migrant stock: Both sexes (% total population),1.1
13,Central America,2015,International migrant stock: Male (% total Population),1.1
13,Central America,2015,International migrant stock: Female (% total Population),1.1
13,Central America,2020,International migrant stock: Both sexes (number),"2,302,001"
13,Central America,2020,International migrant stock: Both sexes (% total population),1.3
13,Central America,2020,International migrant stock: Male (% total Population),1.3
13,Central America,2020,International migrant stock: Female (% total Population),1.2
5,South America,2005,International migrant stock: Both sexes (number),"4,530,341"
5,South America,2005,International migrant stock: Both sexes (% total population),1.2
5,South America,2005,International migrant stock: Male (% total Population),1.2
5,South America,2005,International migrant stock: Female (% total Population),1.2
5,South America,2010,International migrant stock: Both sexes (number),"5,236,667"
5,South America,2010,International migrant stock: Both sexes (% total population),1.3
5,South America,2010,International migrant stock: Male (% total Population),1.3
5,South America,2010,International migrant stock: Female (% total Population),1.3
5,South America,2015,International migrant stock: Both sexes (number),"6,080,207"
5,South America,2015,International migrant stock: Both sexes (% total population),1.5
5,South America,2015,International migrant stock: Male (% total Population),1.5
5,South America,2015,International migrant stock: Female (% total Population),1.5
5,South America,2020,International migrant stock: Both sexes (number),"10,887,474"
5,South America,2020,International migrant stock: Both sexes (% total population),2.5
5,South America,2020,International migrant stock: Male (% total Population),2.6
5,South America,2020,International migrant stock: Female (% total Population),2.5
142,Asia,2005,International migrant stock: Both sexes (number),"53,249,787"
142,Asia,2005,International migrant stock: Both sexes (% total population),1.3
142,Asia,2005,International migrant stock: Male (% total Population),1.4
142,Asia,2005,International migrant stock: Female (% total Population),1.2
142,Asia,2010,International migrant stock: Both sexes (number),"66,123,640"
142,Asia,2010,International migrant stock: Both sexes (% total population),1.6
142,Asia,2010,International migrant stock: Male (% total Population),1.7
142,Asia,2010,International migrant stock: Female (% total Population),1.4
142,Asia,2015,International migrant stock: Both sexes (number),"77,191,249"
142,Asia,2015,International migrant stock: Both sexes (% total population),1.7
142,Asia,2015,International migrant stock: Male (% total Population),2
142,Asia,2015,International migrant stock: Female (% total Population),1.5
142,Asia,2015,Total refugees and people in refugee-like situations (number),"8,178,380"
142,Asia,2015,"Asylum seekers, including pending cases (number)","320,437"
142,Asia,2015,Other of concern to UNHCR (number),"19,921,907"
142,Asia,2015,Total population of concern to UNHCR (number),"28,420,724"
142,Asia,2020,International migrant stock: Both sexes (number),"85,618,502"
142,Asia,2020,International migrant stock: Both sexes (% total population),1.8
142,Asia,2020,International migrant stock: Male (% total Population),2.1
142,Asia,2020,International migrant stock: Female (% total Population),1.6
142,Asia,2020,Total refugees and people in refugee-like situations (number),"9,904,753"
142,Asia,2020,"Asylum seekers, including pending cases (number)","624,623"
142,Asia,2020,Other of concern to UNHCR (number),"18,096,139"
142,Asia,2020,Total population of concern to UNHCR (number),"28,625,515"
142,Asia,2022,Total refugees and people in refugee-like situations (number),"9,604,975"
142,Asia,2022,"Asylum seekers, including pending cases (number)","596,791"
142,Asia,2022,Other of concern to UNHCR (number),"21,455,690"
142,Asia,2022,Total population of concern to UNHCR (number),"30,447,566"
143,Central Asia,2005,International migrant stock: Both sexes (number),"5,235,877"
143,Central Asia,2005,International migrant stock: Both sexes (% total population),9
143,Central Asia,2005,International migrant stock: Male (% total Population),8.4
143,Central Asia,2005,International migrant stock: Female (% total Population),9.5
143,Central Asia,2010,International migrant stock: Both sexes (number),"5,264,938"
143,Central Asia,2010,International migrant stock: Both sexes (% total population),8.4
143,Central Asia,2010,International migrant stock: Male (% total Population),8
143,Central Asia,2010,International migrant stock: Female (% total Population),8.7
143,Central Asia,2015,International migrant stock: Both sexes (number),"5,392,792"
143,Central Asia,2015,International migrant stock: Both sexes (% total population),7.9
143,Central Asia,2015,International migrant stock: Male (% total Population),7.7
143,Central Asia,2015,International migrant stock: Female (% total Population),8.1
143,Central Asia,2020,International migrant stock: Both sexes (number),"5,564,042"
143,Central Asia,2020,International migrant stock: Both sexes (% total population),7.5
143,Central Asia,2020,International migrant stock: Male (% total Population),7.3
143,Central Asia,2020,International migrant stock: Female (% total Population),7.7
30,Eastern Asia,2005,International migrant stock: Both sexes (number),"6,228,684"
30,Eastern Asia,2005,International migrant stock: Both sexes (% total population),0.4
30,Eastern Asia,2005,International migrant stock: Male (% total Population),0.4
30,Eastern Asia,2005,International migrant stock: Female (% total Population),0.4
30,Eastern Asia,2010,International migrant stock: Both sexes (number),"7,062,527"
30,Eastern Asia,2010,International migrant stock: Both sexes (% total population),0.4
30,Eastern Asia,2010,International migrant stock: Male (% total Population),0.4
30,Eastern Asia,2010,International migrant stock: Female (% total Population),0.5
30,Eastern Asia,2015,International migrant stock: Both sexes (number),"7,866,663"
30,Eastern Asia,2015,International migrant stock: Both sexes (% total population),0.5
30,Eastern Asia,2015,International migrant stock: Male (% total Population),0.4
30,Eastern Asia,2015,International migrant stock: Female (% total Population),0.5
30,Eastern Asia,2020,International migrant stock: Both sexes (number),"8,975,729"
30,Eastern Asia,2020,International migrant stock: Both sexes (% total population),0.5
30,Eastern Asia,2020,International migrant stock: Male (% total Population),0.5
30,Eastern Asia,2020,International migrant stock: Female (% total Population),0.6
62,South-central Asia,2005,International migrant stock: Both sexes (number),"18,854,544"
62,South-central Asia,2005,International migrant stock: Both sexes (% total population),1.1
62,South-central Asia,2005,International migrant stock: Male (% total Population),1.1
62,South-central Asia,2005,International migrant stock: Female (% total Population),1.2
62,South-central Asia,2010,International migrant stock: Both sexes (number),"19,676,783"
62,South-central Asia,2010,International migrant stock: Both sexes (% total population),1.1
62,South-central Asia,2010,International migrant stock: Male (% total Population),1.1
62,South-central Asia,2010,International migrant stock: Female (% total Population),1.1
62,South-central Asia,2015,International migrant stock: Both sexes (number),"19,266,265"
62,South-central Asia,2015,International migrant stock: Both sexes (% total population),1
62,South-central Asia,2015,International migrant stock: Male (% total Population),1
62,South-central Asia,2015,International migrant stock: Female (% total Population),1.1
62,South-central Asia,2020,International migrant stock: Both sexes (number),"19,427,576"
62,South-central Asia,2020,International migrant stock: Both sexes (% total population),1
62,South-central Asia,2020,International migrant stock: Male (% total Population),0.9
62,South-central Asia,2020,International migrant stock: Female (% total Population),1
35,South-eastern Asia,2005,International migrant stock: Both sexes (number),"6,750,473"
35,South-eastern Asia,2005,International migrant stock: Both sexes (% total population),1.2
35,South-eastern Asia,2005,International migrant stock: Male (% total Population),1.3
35,South-eastern Asia,2005,International migrant stock: Female (% total Population),1.2
35,South-eastern Asia,2010,International migrant stock: Both sexes (number),"8,697,936"
35,South-eastern Asia,2010,International migrant stock: Both sexes (% total population),1.5
35,South-eastern Asia,2010,International migrant stock: Male (% total Population),1.5
35,South-eastern Asia,2010,International migrant stock: Female (% total Population),1.4
35,South-eastern Asia,2015,International migrant stock: Both sexes (number),"10,161,147"
35,South-eastern Asia,2015,International migrant stock: Both sexes (% total population),1.6
35,South-eastern Asia,2015,International migrant stock: Male (% total Population),1.7
35,South-eastern Asia,2015,International migrant stock: Female (% total Population),1.5
35,South-eastern Asia,2020,International migrant stock: Both sexes (number),"10,615,377"
35,South-eastern Asia,2020,International migrant stock: Both sexes (% total population),1.6
35,South-eastern Asia,2020,International migrant stock: Male (% total Population),1.7
35,South-eastern Asia,2020,International migrant stock: Female (% total Population),1.5
34,Southern Asia,2005,International migrant stock: Both sexes (number),"13,618,667"
34,Southern Asia,2005,International migrant stock: Both sexes (% total population),0.9
34,Southern Asia,2005,International migrant stock: Male (% total Population),0.8
34,Southern Asia,2005,International migrant stock: Female (% total Population),0.9
34,Southern Asia,2010,International migrant stock: Both sexes (number),"14,411,845"
34,Southern Asia,2010,International migrant stock: Both sexes (% total population),0.8
34,Southern Asia,2010,International migrant stock: Male (% total Population),0.8
34,Southern Asia,2010,International migrant stock: Female (% total Population),0.9
34,Southern Asia,2015,International migrant stock: Both sexes (number),"13,873,473"
34,Southern Asia,2015,International migrant stock: Both sexes (% total population),0.8
34,Southern Asia,2015,International migrant stock: Male (% total Population),0.7
34,Southern Asia,2015,International migrant stock: Female (% total Population),0.8
34,Southern Asia,2020,International migrant stock: Both sexes (number),"13,863,534"
34,Southern Asia,2020,International migrant stock: Both sexes (% total population),0.7
34,Southern Asia,2020,International migrant stock: Male (% total Population),0.7
34,Southern Asia,2020,International migrant stock: Female (% total Population),0.7
145,Western Asia,2005,International migrant stock: Both sexes (number),"21,416,086"
145,Western Asia,2005,International migrant stock: Both sexes (% total population),10.4
145,Western Asia,2005,International migrant stock: Male (% total Population),12.6
145,Western Asia,2005,International migrant stock: Female (% total Population),8.2
145,Western Asia,2010,International migrant stock: Both sexes (number),"30,686,394"
145,Western Asia,2010,International migrant stock: Both sexes (% total population),13.2
145,Western Asia,2010,International migrant stock: Male (% total Population),16.6
145,Western Asia,2010,International migrant stock: Female (% total Population),9.6
145,Western Asia,2015,International migrant stock: Both sexes (number),"39,897,174"
145,Western Asia,2015,International migrant stock: Both sexes (% total population),15.5
145,Western Asia,2015,International migrant stock: Male (% total Population),19.2
145,Western Asia,2015,International migrant stock: Female (% total Population),11.4
145,Western Asia,2020,International migrant stock: Both sexes (number),"46,599,820"
145,Western Asia,2020,International migrant stock: Both sexes (% total population),16.7
145,Western Asia,2020,International migrant stock: Male (% total Population),20.6
145,Western Asia,2020,International migrant stock: Female (% total Population),12.4
150,Europe,2005,International migrant stock: Both sexes (number),"63,585,731"
150,Europe,2005,International migrant stock: Both sexes (% total population),8.7
150,Europe,2005,International migrant stock: Male (% total Population),8.8
150,Europe,2005,International migrant stock: Female (% total Population),8.7
150,Europe,2010,International migrant stock: Both sexes (number),"70,627,160"
150,Europe,2010,International migrant stock: Both sexes (% total population),9.6
150,Europe,2010,International migrant stock: Male (% total Population),9.6
150,Europe,2010,International migrant stock: Female (% total Population),9.6
150,Europe,2015,International migrant stock: Both sexes (number),"74,759,083"
150,Europe,2015,International migrant stock: Both sexes (% total population),10.1
150,Europe,2015,International migrant stock: Male (% total Population),10
150,Europe,2015,International migrant stock: Female (% total Population),10.1
150,Europe,2015,Total refugees and people in refugee-like situations (number),"1,626,214"
150,Europe,2015,"Asylum seekers, including pending cases (number)","678,737"
150,Europe,2015,Other of concern to UNHCR (number),"2,368,815"
150,Europe,2015,Total population of concern to UNHCR (number),"4,673,766"
150,Europe,2020,International migrant stock: Both sexes (number),"86,706,068"
150,Europe,2020,International migrant stock: Both sexes (% total population),11.6
150,Europe,2020,International migrant stock: Male (% total Population),11.6
150,Europe,2020,International migrant stock: Female (% total Population),11.6
150,Europe,2020,Total refugees and people in refugee-like situations (number),"2,961,347"
150,Europe,2020,"Asylum seekers, including pending cases (number)","839,310"
150,Europe,2020,Other of concern to UNHCR (number),"3,334,420"
150,Europe,2020,Total population of concern to UNHCR (number),"7,135,077"
150,Europe,2022,Total refugees and people in refugee-like situations (number),"8,718,456"
150,Europe,2022,"Asylum seekers, including pending cases (number)","796,906"
150,Europe,2022,Other of concern to UNHCR (number),"7,117,796"
150,Europe,2022,Total population of concern to UNHCR (number),"16,562,405"
151,Eastern Europe,2005,International migrant stock: Both sexes (number),"19,744,557"
151,Eastern Europe,2005,International migrant stock: Both sexes (% total population),6.6
151,Eastern Europe,2005,International migrant stock: Male (% total Population),6.7
151,Eastern Europe,2005,International migrant stock: Female (% total Population),6.6
151,Eastern Europe,2010,International migrant stock: Both sexes (number),"19,110,686"
151,Eastern Europe,2010,International migrant stock: Both sexes (% total population),6.5
151,Eastern Europe,2010,International migrant stock: Male (% total Population),6.5
151,Eastern Europe,2010,International migrant stock: Female (% total Population),6.4
151,Eastern Europe,2015,International migrant stock: Both sexes (number),"19,833,989"
151,Eastern Europe,2015,International migrant stock: Both sexes (% total population),6.7
151,Eastern Europe,2015,International migrant stock: Male (% total Population),6.8
151,Eastern Europe,2015,International migrant stock: Female (% total Population),6.7
151,Eastern Europe,2020,International migrant stock: Both sexes (number),"20,835,402"
151,Eastern Europe,2020,International migrant stock: Both sexes (% total population),7.1
151,Eastern Europe,2020,International migrant stock: Male (% total Population),7.2
151,Eastern Europe,2020,International migrant stock: Female (% total Population),7
154,Northern Europe,2005,International migrant stock: Both sexes (number),"9,588,814"
154,Northern Europe,2005,International migrant stock: Both sexes (% total population),10
154,Northern Europe,2005,International migrant stock: Male (% total Population),9.7
154,Northern Europe,2005,International migrant stock: Female (% total Population),10.2
154,Northern Europe,2010,International migrant stock: Both sexes (number),"11,294,937"
154,Northern Europe,2010,International migrant stock: Both sexes (% total population),11.3
154,Northern Europe,2010,International migrant stock: Male (% total Population),11.1
154,Northern Europe,2010,International migrant stock: Female (% total Population),11.4
154,Northern Europe,2015,International migrant stock: Both sexes (number),"13,191,086"
154,Northern Europe,2015,International migrant stock: Both sexes (% total population),12.7
154,Northern Europe,2015,International migrant stock: Male (% total Population),12.5
154,Northern Europe,2015,International migrant stock: Female (% total Population),13
154,Northern Europe,2020,International migrant stock: Both sexes (number),"14,973,861"
154,Northern Europe,2020,International migrant stock: Both sexes (% total population),14.1
154,Northern Europe,2020,International migrant stock: Male (% total Population),13.8
154,Northern Europe,2020,International migrant stock: Female (% total Population),14.4
