Region/Country/Area,,Year,Series,Value
419,Latin America & the Caribbean,2010,"Intentional homicide rates per 100,000",23.8
419,Latin America & the Caribbean,2010,"Percentage of male and female intentional homicide victims, Male",43.7
419,Latin America & the Caribbean,2010,"Percentage of male and female intentional homicide victims, Female",4.2
419,Latin America & the Caribbean,2015,"Intentional homicide rates per 100,000",22.6
419,Latin America & the Caribbean,2015,"Percentage of male and female intentional homicide victims, Male",41.5
419,Latin America & the Caribbean,2015,"Percentage of male and female intentional homicide victims, Female",4.1
419,Latin America & the Caribbean,2022,"Intentional homicide rates per 100,000",19.6
419,Latin America & the Caribbean,2022,"Percentage of male and female intentional homicide victims, Male",35.9
419,Latin America & the Caribbean,2022,"Percentage of male and female intentional homicide victims, Female",3.8
142,Asia,2005,"Intentional homicide rates per 100,000",3
142,Asia,2005,"Percentage of male and female intentional homicide victims, Male",4.1
142,Asia,2005,"Percentage of male and female intentional homicide victims, Female",1.8
142,Asia,2010,"Intentional homicide rates per 100,000",2.7
142,Asia,2010,"Percentage of male and female intentional homicide victims, Male",3.6
142,Asia,2010,"Percentage of male and female intentional homicide victims, Female",1.7
142,Asia,2015,"Intentional homicide rates per 100,000",2.4
142,Asia,2015,"Percentage of male and female intentional homicide victims, Male",3.2
142,Asia,2015,"Percentage of male and female intentional homicide victims, Female",1.5
142,Asia,2022,"Intentional homicide rates per 100,000",2
142,Asia,2022,"Percentage of male and female intentional homicide victims, Male",2.6
142,Asia,2022,"Percentage of male and female intentional homicide victims, Female",1.4
143,Central Asia,2005,"Intentional homicide rates per 100,000",6.7
143,Central Asia,2005,"Percentage of male and female intentional homicide victims, Male",10.2
143,Central Asia,2005,"Percentage of male and female intentional homicide victims, Female",3.3
143,Central Asia,2010,"Intentional homicide rates per 100,000",5
143,Central Asia,2010,"Percentage of male and female intentional homicide victims, Male",7.7
143,Central Asia,2010,"Percentage of male and female intentional homicide victims, Female",2.5
143,Central Asia,2015,"Intentional homicide rates per 100,000",2.5
143,Central Asia,2015,"Percentage of male and female intentional homicide victims, Male",3.7
143,Central Asia,2015,"Percentage of male and female intentional homicide victims, Female",1.4
143,Central Asia,2022,"Intentional homicide rates per 100,000",1.6
143,Central Asia,2022,"Percentage of male and female intentional homicide victims, Male",2.2
143,Central Asia,2022,"Percentage of male and female intentional homicide victims, Female",0.9
30,Eastern Asia,2005,"Intentional homicide rates per 100,000",1.6
30,Eastern Asia,2010,"Intentional homicide rates per 100,000",1
30,Eastern Asia,2015,"Intentional homicide rates per 100,000",0.7
30,Eastern Asia,2022,"Intentional homicide rates per 100,000",0.5
35,South-eastern Asia,2005,"Intentional homicide rates per 100,000",2.8
35,South-eastern Asia,2005,"Percentage of male and female intentional homicide victims, Male",4.6
35,South-eastern Asia,2005,"Percentage of male and female intentional homicide victims, Female",1
35,South-eastern Asia,2010,"Intentional homicide rates per 100,000",2.8
35,South-eastern Asia,2010,"Percentage of male and female intentional homicide victims, Male",4.6
35,South-eastern Asia,2010,"Percentage of male and female intentional homicide victims, Female",1
35,South-eastern Asia,2015,"Intentional homicide rates per 100,000",2.7
35,South-eastern Asia,2015,"Percentage of male and female intentional homicide victims, Male",4.6
35,South-eastern Asia,2015,"Percentage of male and female intentional homicide victims, Female",0.9
35,South-eastern Asia,2021,"Intentional homicide rates per 100,000",3.7
35,South-eastern Asia,2021,"Percentage of male and female intentional homicide victims, Male",6.3
35,South-eastern Asia,2021,"Percentage of male and female intentional homicide victims, Female",1.1
35,South-eastern Asia,2022,"Intentional homicide rates per 100,000",1.8
34,Southern Asia,2005,"Intentional homicide rates per 100,000",3.9
34,Southern Asia,2005,"Percentage of male and female intentional homicide victims, Male",5.2
34,Southern Asia,2005,"Percentage of male and female intentional homicide victims, Female",2.6
34,Southern Asia,2010,"Intentional homicide rates per 100,000",3.9
34,Southern Asia,2010,"Percentage of male and female intentional homicide victims, Male",5
34,Southern Asia,2010,"Percentage of male and female intentional homicide victims, Female",2.9
34,Southern Asia,2015,"Intentional homicide rates per 100,000",3.5
34,Southern Asia,2015,"Percentage of male and female intentional homicide victims, Male",4.3
34,Southern Asia,2015,"Percentage of male and female intentional homicide victims, Female",2.5
34,Southern Asia,2022,"Intentional homicide rates per 100,000",3
34,Southern Asia,2022,"Percentage of male and female intentional homicide victims, Male",3.5
34,Southern Asia,2022,"Percentage of male and female intentional homicide victims, Female",2.4
145,Western Asia,2005,"Intentional homicide rates per 100,000",5.2
145,Western Asia,2005,"Percentage of male and female intentional homicide victims, Male",7.8
145,Western Asia,2005,"Percentage of male and female intentional homicide victims, Female",2.3
145,Western Asia,2010,"Intentional homicide rates per 100,000",3.6
145,Western Asia,2010,"Percentage of male and female intentional homicide victims, Male",5.4
145,Western Asia,2010,"Percentage of male and female intentional homicide victims, Female",1.7
145,Western Asia,2015,"Intentional homicide rates per 100,000",4.6
145,Western Asia,2015,"Percentage of male and female intentional homicide victims, Male",7
145,Western Asia,2015,"Percentage of male and female intentional homicide victims, Female",2
145,Western Asia,2022,"Intentional homicide rates per 100,000",4.6
145,Western Asia,2022,"Percentage of male and female intentional homicide victims, Male",7.2
145,Western Asia,2022,"Percentage of male and female intentional homicide victims, Female",1.7
150,Europe,2005,"Intentional homicide rates per 100,000",6.5
150,Europe,2005,"Percentage of male and female intentional homicide victims, Male",9.9
150,Europe,2005,"Percentage of male and female intentional homicide victims, Female",3.4
150,Europe,2010,"Intentional homicide rates per 100,000",3.5
150,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.2
150,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9
150,Europe,2015,"Intentional homicide rates per 100,000",3.5
150,Europe,2015,"Percentage of male and female intentional homicide victims, Male",5.2
150,Europe,2015,"Percentage of male and female intentional homicide victims, Female",1.8
150,Europe,2022,"Intentional homicide rates per 100,000",2.2
150,Europe,2022,"Percentage of male and female intentional homicide victims, Male",3.3
150,Europe,2022,"Percentage of male and female intentional homicide victims, Female",1.2
151,Eastern Europe,2005,"Intentional homicide rates per 100,000",13.9
151,Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Male",21.9
151,Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Female",6.8
151,Eastern Europe,2010,"Intentional homicide rates per 100,000",7
151,Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Male",10.8
151,Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Female",3.6
151,Eastern Europe,2015,"Intentional homicide rates per 100,000",7.2
151,Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Male",11.3
151,Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Female",3.5
151,Eastern Europe,2021,"Intentional homicide rates per 100,000",4.3
151,Eastern Europe,2021,"Percentage of male and female intentional homicide victims, Male",6.9
151,Eastern Europe,2021,"Percentage of male and female intentional homicide victims, Female",2
154,Northern Europe,2005,"Intentional homicide rates per 100,000",1.9
154,Northern Europe,2005,"Percentage of male and female intentional homicide victims, Male",2.6
154,Northern Europe,2005,"Percentage of male and female intentional homicide victims, Female",1.3
154,Northern Europe,2010,"Intentional homicide rates per 100,000",1.5
154,Northern Europe,2010,"Percentage of male and female intentional homicide victims, Male",2.1
154,Northern Europe,2010,"Percentage of male and female intentional homicide victims, Female",0.9
154,Northern Europe,2015,"Intentional homicide rates per 100,000",1.2
154,Northern Europe,2015,"Percentage of male and female intentional homicide victims, Male",1.7
154,Northern Europe,2015,"Percentage of male and female intentional homicide victims, Female",0.7
154,Northern Europe,2021,"Intentional homicide rates per 100,000",1.2
154,Northern Europe,2021,"Percentage of male and female intentional homicide victims, Male",1.7
154,Northern Europe,2021,"Percentage of male and female intentional homicide victims, Female",0.7
39,Southern Europe,2005,"Intentional homicide rates per 100,000",1.4
39,Southern Europe,2005,"Percentage of male and female intentional homicide victims, Male",2.1
39,Southern Europe,2005,"Percentage of male and female intentional homicide victims, Female",0.7
39,Southern Europe,2010,"Intentional homicide rates per 100,000",1.2
39,Southern Europe,2010,"Percentage of male and female intentional homicide victims, Male",1.7
39,Southern Europe,2010,"Percentage of male and female intentional homicide victims, Female",0.7
39,Southern Europe,2015,"Intentional homicide rates per 100,000",0.9
39,Southern Europe,2015,"Percentage of male and female intentional homicide victims, Male",1.2
39,Southern Europe,2015,"Percentage of male and female intentional homicide victims, Female",0.5
39,Southern Europe,2021,"Intentional homicide rates per 100,000",0.7
39,Southern Europe,2021,"Percentage of male and female intentional homicide victims, Male",0.9
39,Southern Europe,2021,"Percentage of male and female intentional homicide victims, Female",0.5
155,Western Europe,2005,"Intentional homicide rates per 100,000",1.3
155,Western Europe,2005,"Percentage of male and female intentional homicide victims, Male",1.6
155,Western Europe,2005,"Percentage of male and female intentional homicide victims, Female",1
155,Western Europe,2010,"Intentional homicide rates per 100,000",1
155,Western Europe,2010,"Percentage of male and female intentional homicide victims, Male",1.2
155,Western Europe,2010,"Percentage of male and female intentional homicide victims, Female",0.9
155,Western Europe,2015,"Intentional homicide rates per 100,000",1.1
155,Western Europe,2015,"Percentage of male and female intentional homicide victims, Male",1.2
155,Western Europe,2015,"Percentage of male and female intentional homicide victims, Female",0.9
155,Western Europe,2021,"Intentional homicide rates per 100,000",0.9
155,Western Europe,2021,"Percentage of male and female intentional homicide victims, Male",1.2
155,Western Europe,2021,"Percentage of male and female intentional homicide victims, Female",0.7
9,Oceania,2005,"Intentional homicide rates per 100,000",3.1
9,Oceania,2005,"Percentage of male and female intentional homicide victims, Male",3.9
9,Oceania,2005,"Percentage of male and female intentional homicide victims, Female",2.2
9,Oceania,2010,"Intentional homicide rates per 100,000",2.9
9,Oceania,2010,"Percentage of male and female intentional homicide victims, Male",3.5
9,Oceania,2010,"Percentage of male and female intentional homicide victims, Female",2.3
9,Oceania,2015,"Intentional homicide rates per 100,000",2.9
9,Oceania,2015,"Percentage of male and female intentional homicide victims, Male",3.7
9,Oceania,2015,"Percentage of male and female intentional homicide victims, Female",2.1
9,Oceania,2022,"Intentional homicide rates per 100,000",2.9
9,Oceania,2022,"Percentage of male and female intentional homicide victims, Male",4
9,Oceania,2022,"Percentage of male and female intentional homicide victims, Female",1.8
53,Australia and New Zealand,2005,"Intentional homicide rates per 100,000",1.3
53,Australia and New Zealand,2005,"Percentage of male and female intentional homicide victims, Male",1.7
53,Australia and New Zealand,2005,"Percentage of male and female intentional homicide victims, Female",1
53,Australia and New Zealand,2010,"Intentional homicide rates per 100,000",1
53,Australia and New Zealand,2010,"Percentage of male and female intentional homicide victims, Male",1.2
53,Australia and New Zealand,2010,"Percentage of male and female intentional homicide victims, Female",0.9
53,Australia and New Zealand,2015,"Intentional homicide rates per 100,000",1
53,Australia and New Zealand,2015,"Percentage of male and female intentional homicide victims, Male",1.3
53,Australia and New Zealand,2015,"Percentage of male and female intentional homicide victims, Female",0.7
53,Australia and New Zealand,2022,"Intentional homicide rates per 100,000",0.9
53,Australia and New Zealand,2022,"Percentage of male and female intentional homicide victims, Male",1.2
53,Australia and New Zealand,2022,"Percentage of male and female intentional homicide victims, Female",0.5
54,Melanesia,2005,"Intentional homicide rates per 100,000",8
54,Melanesia,2010,"Intentional homicide rates per 100,000",8
54,Melanesia,2015,"Intentional homicide rates per 100,000",7.9
54,Melanesia,2021,"Intentional homicide rates per 100,000",8
57,Micronesia,2005,"Intentional homicide rates per 100,000",4
57,Micronesia,2010,"Intentional homicide rates per 100,000",2.8
57,Micronesia,2015,"Intentional homicide rates per 100,000",3.7
57,Micronesia,2021,"Intentional homicide rates per 100,000",3.8
61,Polynesia,2005,"Intentional homicide rates per 100,000",4.5
61,Polynesia,2005,"Percentage of male and female intentional homicide victims, Male",7.6
61,Polynesia,2005,"Percentage of male and female intentional homicide victims, Female",1.1
61,Polynesia,2010,"Intentional homicide rates per 100,000",3.7
61,Polynesia,2010,"Percentage of male and female intentional homicide victims, Male",6.3
61,Polynesia,2010,"Percentage of male and female intentional homicide victims, Female",0.9
61,Polynesia,2015,"Intentional homicide rates per 100,000",2.8
61,Polynesia,2015,"Percentage of male and female intentional homicide victims, Male",3.8
61,Polynesia,2015,"Percentage of male and female intentional homicide victims, Female",1.8
61,Polynesia,2021,"Intentional homicide rates per 100,000",3.3
61,Polynesia,2021,"Percentage of male and female intentional homicide victims, Male",5.5
61,Polynesia,2021,"Percentage of male and female intentional homicide victims, Female",1.1
4,Afghanistan,2010,"Intentional homicide rates per 100,000",3.5
4,Afghanistan,2015,"Intentional homicide rates per 100,000",10
4,Afghanistan,2019,"Intentional homicide rates per 100,000",7.2
4,Afghanistan,2019,"Percentage of male and female intentional homicide victims, Female",1.3
4,Afghanistan,2021,"Intentional homicide rates per 100,000",4
8,Albania,2005,"Intentional homicide rates per 100,000",5.1
8,Albania,2005,"Percentage of male and female intentional homicide victims, Male",8.8
8,Albania,2005,"Percentage of male and female intentional homicide victims, Female",1.4
8,Albania,2005,"Assault rate per 100,000 population",5.4
8,Albania,2005,"Theft at the national level, rate per 100,000 population",98.5
8,Albania,2005,"Total Sexual Violence at the national level, rate per 100,000",2.9
8,Albania,2010,"Intentional homicide rates per 100,000",4.1
8,Albania,2010,"Percentage of male and female intentional homicide victims, Male",7.4
8,Albania,2010,"Percentage of male and female intentional homicide victims, Female",0.8
8,Albania,2010,"Assault rate per 100,000 population",6.1
8,Albania,2010,"Kidnapping at the national level, rate per 100,000",0.3
8,Albania,2010,"Theft at the national level, rate per 100,000 population",136.5
8,Albania,2010,"Total Sexual Violence at the national level, rate per 100,000",2.7
8,Albania,2015,"Intentional homicide rates per 100,000",2.2
8,Albania,2015,"Percentage of male and female intentional homicide victims, Male",3.3
8,Albania,2015,"Percentage of male and female intentional homicide victims, Female",1.1
8,Albania,2015,"Assault rate per 100,000 population",5.9
8,Albania,2015,"Kidnapping at the national level, rate per 100,000",0.3
8,Albania,2015,"Theft at the national level, rate per 100,000 population",243.3
8,Albania,2015,"Total Sexual Violence at the national level, rate per 100,000",5.2
8,Albania,2022,"Intentional homicide rates per 100,000",1.7
8,Albania,2022,"Percentage of male and female intentional homicide victims, Male",3.2
8,Albania,2022,"Percentage of male and female intentional homicide victims, Female",0.1
8,Albania,2022,"Assault rate per 100,000 population",5.4
8,Albania,2022,"Kidnapping at the national level, rate per 100,000",0.1
8,Albania,2022,"Theft at the national level, rate per 100,000 population",86.5
8,Albania,2022,"Total Sexual Violence at the national level, rate per 100,000",5.9
12,Algeria,2005,"Assault rate per 100,000 population",99.9
12,Algeria,2005,"Kidnapping at the national level, rate per 100,000",0.3
12,Algeria,2010,"Intentional homicide rates per 100,000",0.7
12,Algeria,2010,"Assault rate per 100,000 population",115.4
12,Algeria,2010,"Kidnapping at the national level, rate per 100,000",0.5
12,Algeria,2010,"Theft at the national level, rate per 100,000 population",142.4
12,Algeria,2010,"Total Sexual Violence at the national level, rate per 100,000",10.6
12,Algeria,2015,"Intentional homicide rates per 100,000",1.4
12,Algeria,2015,"Percentage of male and female intentional homicide victims, Male",2.4
12,Algeria,2015,"Percentage of male and female intentional homicide victims, Female",0.4
12,Algeria,2015,"Assault rate per 100,000 population",124.1
12,Algeria,2015,"Kidnapping at the national level, rate per 100,000",1.3
12,Algeria,2015,"Theft at the national level, rate per 100,000 population",125.4
12,Algeria,2015,"Total Sexual Violence at the national level, rate per 100,000",8.5
12,Algeria,2022,"Intentional homicide rates per 100,000",1.8
12,Algeria,2022,"Percentage of male and female intentional homicide victims, Male",3
12,Algeria,2022,"Percentage of male and female intentional homicide victims, Female",0.5
12,Algeria,2022,"Assault rate per 100,000 population",39.1
12,Algeria,2022,"Kidnapping at the national level, rate per 100,000",0.5
12,Algeria,2022,"Total Sexual Violence at the national level, rate per 100,000",3.5
16,American Samoa,2005,"Intentional homicide rates per 100,000",10.5
16,American Samoa,2010,"Intentional homicide rates per 100,000",9.1
16,American Samoa,2015,"Intentional homicide rates per 100,000",7.8
16,American Samoa,2019,"Intentional homicide rates per 100,000",0
16,American Samoa,2019,"Percentage of male and female intentional homicide victims, Male",0
16,American Samoa,2019,"Percentage of male and female intentional homicide victims, Female",0
20,Andorra,2004,"Intentional homicide rates per 100,000",1.3
20,Andorra,2010,"Intentional homicide rates per 100,000",0
20,Andorra,2010,"Percentage of male and female intentional homicide victims, Male",0
20,Andorra,2010,"Percentage of male and female intentional homicide victims, Female",0
20,Andorra,2010,"Assault rate per 100,000 population",137
20,Andorra,2010,"Kidnapping at the national level, rate per 100,000",0
20,Andorra,2010,"Theft at the national level, rate per 100,000 population","1,561.80"
20,Andorra,2010,"Total Sexual Violence at the national level, rate per 100,000",14
20,Andorra,2015,"Intentional homicide rates per 100,000",0
20,Andorra,2015,"Percentage of male and female intentional homicide victims, Male",0
20,Andorra,2015,"Percentage of male and female intentional homicide victims, Female",0
20,Andorra,2015,"Assault rate per 100,000 population",185.4
20,Andorra,2015,"Kidnapping at the national level, rate per 100,000",0
20,Andorra,2015,"Theft at the national level, rate per 100,000 population","1,457.90"
20,Andorra,2015,"Total Sexual Violence at the national level, rate per 100,000",15.3
20,Andorra,2019,"Assault rate per 100,000 population",327.5
20,Andorra,2019,"Kidnapping at the national level, rate per 100,000",0
20,Andorra,2019,"Total Sexual Violence at the national level, rate per 100,000",49.8
20,Andorra,2020,"Intentional homicide rates per 100,000",2.6
20,Andorra,2020,"Percentage of male and female intentional homicide victims, Male",5
24,Angola,2015,"Intentional homicide rates per 100,000",4.5
24,Angola,2016,"Intentional homicide rates per 100,000",4.1
660,Anguilla,2000,"Intentional homicide rates per 100,000",9.1
660,Anguilla,2000,"Percentage of male and female intentional homicide victims, Male",18.4
660,Anguilla,2000,"Percentage of male and female intentional homicide victims, Female",0
660,Anguilla,2005,"Intentional homicide rates per 100,000",0
660,Anguilla,2009,"Intentional homicide rates per 100,000",7.7
660,Anguilla,2009,"Percentage of male and female intentional homicide victims, Male",15.7
660,Anguilla,2009,"Percentage of male and female intentional homicide victims, Female",0
660,Anguilla,2010,"Intentional homicide rates per 100,000",0
660,Anguilla,2013,"Intentional homicide rates per 100,000",7.3
660,Anguilla,2013,"Percentage of male and female intentional homicide victims, Male",14.9
660,Anguilla,2013,"Percentage of male and female intentional homicide victims, Female",0
660,Anguilla,2014,"Intentional homicide rates per 100,000",28.3
28,Antigua and Barbuda,2002,"Intentional homicide rates per 100,000",6.5
28,Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Male",10.3
28,Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Female",3.1
28,Antigua and Barbuda,2005,"Intentional homicide rates per 100,000",3.8
28,Antigua and Barbuda,2008,"Intentional homicide rates per 100,000",19.2
28,Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Male",27.9
28,Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Female",11.4
28,Antigua and Barbuda,2010,"Intentional homicide rates per 100,000",7
28,Antigua and Barbuda,2012,"Intentional homicide rates per 100,000",11.4
28,Antigua and Barbuda,2015,"Percentage of male and female intentional homicide victims, Male",9.3
28,Antigua and Barbuda,2015,"Percentage of male and female intentional homicide victims, Female",2.1
28,Antigua and Barbuda,2015,"Assault rate per 100,000 population",7.8
28,Antigua and Barbuda,2015,"Kidnapping at the national level, rate per 100,000",4.4
28,Antigua and Barbuda,2015,"Theft at the national level, rate per 100,000 population","1,350.90"
28,Antigua and Barbuda,2015,"Total Sexual Violence at the national level, rate per 100,000",78.9
28,Antigua and Barbuda,2022,"Intentional homicide rates per 100,000",10.7
28,Antigua and Barbuda,2022,"Percentage of male and female intentional homicide victims, Male",20.1
28,Antigua and Barbuda,2022,"Percentage of male and female intentional homicide victims, Female",2
28,Antigua and Barbuda,2022,"Assault rate per 100,000 population",3.2
28,Antigua and Barbuda,2022,"Kidnapping at the national level, rate per 100,000",1.1
28,Antigua and Barbuda,2022,"Theft at the national level, rate per 100,000 population","1,066.50"
28,Antigua and Barbuda,2022,"Total Sexual Violence at the national level, rate per 100,000",88.5
32,Argentina,2005,"Intentional homicide rates per 100,000",5.6
32,Argentina,2005,"Assault rate per 100,000 population",363.7
32,Argentina,2005,"Theft at the national level, rate per 100,000 population",777.2
32,Argentina,2008,"Intentional homicide rates per 100,000",5.9
32,Argentina,2008,"Assault rate per 100,000 population",360.6
32,Argentina,2008,"Theft at the national level, rate per 100,000 population",705.7
32,Argentina,2008,"Total Sexual Violence at the national level, rate per 100,000",26.3
32,Argentina,2010,"Intentional homicide rates per 100,000",5.8
32,Argentina,2015,"Intentional homicide rates per 100,000",6.6
32,Argentina,2015,"Percentage of male and female intentional homicide victims, Male",11.4
32,Argentina,2015,"Percentage of male and female intentional homicide victims, Female",1.8
32,Argentina,2015,"Assault rate per 100,000 population",419.2
32,Argentina,2015,"Theft at the national level, rate per 100,000 population",628.6
32,Argentina,2015,"Total Sexual Violence at the national level, rate per 100,000",37.3
32,Argentina,2022,"Intentional homicide rates per 100,000",4.3
32,Argentina,2022,"Percentage of male and female intentional homicide victims, Male",7.2
32,Argentina,2022,"Percentage of male and female intentional homicide victims, Female",1.5
32,Argentina,2022,"Assault rate per 100,000 population",366.9
32,Argentina,2022,"Kidnapping at the national level, rate per 100,000",0.1
32,Argentina,2022,"Theft at the national level, rate per 100,000 population",684.9
32,Argentina,2022,"Total Sexual Violence at the national level, rate per 100,000",86.2
51,Armenia,2005,"Intentional homicide rates per 100,000",1.9
51,Armenia,2005,"Percentage of male and female intentional homicide victims, Male",3.3
51,Armenia,2005,"Percentage of male and female intentional homicide victims, Female",0.7
51,Armenia,2005,"Assault rate per 100,000 population",5.9
51,Armenia,2005,"Kidnapping at the national level, rate per 100,000",0.7
51,Armenia,2005,"Theft at the national level, rate per 100,000 population",80.8
51,Armenia,2005,"Total Sexual Violence at the national level, rate per 100,000",1.7
51,Armenia,2010,"Intentional homicide rates per 100,000",1.9
51,Armenia,2010,"Percentage of male and female intentional homicide victims, Male",3.4
51,Armenia,2010,"Percentage of male and female intentional homicide victims, Female",0.6
51,Armenia,2010,"Assault rate per 100,000 population",5.3
51,Armenia,2010,"Kidnapping at the national level, rate per 100,000",1.3
51,Armenia,2010,"Theft at the national level, rate per 100,000 population",124.4
51,Armenia,2010,"Total Sexual Violence at the national level, rate per 100,000",2.8
51,Armenia,2015,"Intentional homicide rates per 100,000",2.6
51,Armenia,2015,"Percentage of male and female intentional homicide victims, Male",4.1
51,Armenia,2015,"Percentage of male and female intentional homicide victims, Female",1.3
51,Armenia,2015,"Assault rate per 100,000 population",5.7
51,Armenia,2015,"Kidnapping at the national level, rate per 100,000",2
