Region/Country/Area,Country/Region Name,Year,Series,Value
5,South America,2005,"Seats held by women in national parliament, as of February (%)",15.8
5,South America,2010,"Seats held by women in national parliament, as of February (%)",19.2
5,South America,2015,"Seats held by women in national parliament, as of February (%)",22.2
5,South America,2020,"Seats held by women in national parliament, as of February (%)",26.5
5,South America,2021,"Seats held by women in national parliament, as of February (%)",26.3
5,South America,2022,"Seats held by women in national parliament, as of February (%)",29.1
5,South America,2023,"Seats held by women in national parliament, as of February (%)",31.0
5,South America,2024,"Seats held by women in national parliament, as of February (%)",31.2
142,Asia,2000,"Seats held by women in national parliament, as of February (%)",12.1
142,Asia,2005,"Seats held by women in national parliament, as of February (%)",13.3
142,Asia,2010,"Seats held by women in national parliament, as of February (%)",16.8
142,Asia,2015,"Seats held by women in national parliament, as of February (%)",17.8
142,Asia,2020,"Seats held by women in national parliament, as of February (%)",19.5
142,Asia,2021,"Seats held by women in national parliament, as of February (%)",19.8
142,Asia,2022,"Seats held by women in national parliament, as of February (%)",20.2
142,Asia,2023,"Seats held by women in national parliament, as of February (%)",20.2
142,Asia,2024,"Seats held by women in national parliament, as of February (%)",20.7
143,Central Asia,2000,"Seats held by women in national parliament, as of February (%)",7.0
143,Central Asia,2005,"Seats held by women in national parliament, as of February (%)",11.6
143,Central Asia,2010,"Seats held by women in national parliament, as of February (%)",20.0
143,Central Asia,2015,"Seats held by women in national parliament, as of February (%)",21.8
143,Central Asia,2020,"Seats held by women in national parliament, as of February (%)",25.4
143,Central Asia,2021,"Seats held by women in national parliament, as of February (%)",25.6
143,Central Asia,2022,"Seats held by women in national parliament, as of February (%)",27.5
143,Central Asia,2023,"Seats held by women in national parliament, as of February (%)",27.4
143,Central Asia,2024,"Seats held by women in national parliament, as of February (%)",26.2
30,Eastern Asia,2000,"Seats held by women in national parliament, as of February (%)",18.2
30,Eastern Asia,2005,"Seats held by women in national parliament, as of February (%)",18.1
30,Eastern Asia,2010,"Seats held by women in national parliament, as of February (%)",18.7
30,Eastern Asia,2015,"Seats held by women in national parliament, as of February (%)",20.4
30,Eastern Asia,2020,"Seats held by women in national parliament, as of February (%)",21.6
30,Eastern Asia,2021,"Seats held by women in national parliament, as of February (%)",21.8
30,Eastern Asia,2022,"Seats held by women in national parliament, as of February (%)",21.7
30,Eastern Asia,2023,"Seats held by women in national parliament, as of February (%)",21.8
30,Eastern Asia,2024,"Seats held by women in national parliament, as of February (%)",22.9
35,South-eastern Asia,2000,"Seats held by women in national parliament, as of February (%)",12.3
35,South-eastern Asia,2005,"Seats held by women in national parliament, as of February (%)",15.5
35,South-eastern Asia,2010,"Seats held by women in national parliament, as of February (%)",19.3
35,South-eastern Asia,2015,"Seats held by women in national parliament, as of February (%)",17.8
35,South-eastern Asia,2020,"Seats held by women in national parliament, as of February (%)",20.4
35,South-eastern Asia,2021,"Seats held by women in national parliament, as of February (%)",21.4
35,South-eastern Asia,2022,"Seats held by women in national parliament, as of February (%)",21.9
35,South-eastern Asia,2023,"Seats held by women in national parliament, as of February (%)",23.0
35,South-eastern Asia,2024,"Seats held by women in national parliament, as of February (%)",23.2
34,Southern Asia,2000,"Seats held by women in national parliament, as of February (%)",6.8
34,Southern Asia,2005,"Seats held by women in national parliament, as of February (%)",8.8
34,Southern Asia,2010,"Seats held by women in national parliament, as of February (%)",18.2
34,Southern Asia,2015,"Seats held by women in national parliament, as of February (%)",17.6
34,Southern Asia,2020,"Seats held by women in national parliament, as of February (%)",17.3
34,Southern Asia,2021,"Seats held by women in national parliament, as of February (%)",17.4
34,Southern Asia,2022,"Seats held by women in national parliament, as of February (%)",17.6
34,Southern Asia,2023,"Seats held by women in national parliament, as of February (%)",16.5
34,Southern Asia,2024,"Seats held by women in national parliament, as of February (%)",16.5
145,Western Asia,2000,"Seats held by women in national parliament, as of February (%)",5.2
145,Western Asia,2005,"Seats held by women in national parliament, as of February (%)",5.7
145,Western Asia,2010,"Seats held by women in national parliament, as of February (%)",9.3
145,Western Asia,2015,"Seats held by women in national parliament, as of February (%)",12.8
145,Western Asia,2020,"Seats held by women in national parliament, as of February (%)",15.6
145,Western Asia,2021,"Seats held by women in national parliament, as of February (%)",15.7
145,Western Asia,2022,"Seats held by women in national parliament, as of February (%)",16.6
145,Western Asia,2023,"Seats held by women in national parliament, as of February (%)",16.6
145,Western Asia,2024,"Seats held by women in national parliament, as of February (%)",17.1
135,Caucasus and Central Asia,2000,"Seats held by women in national parliament, as of February (%)",7.0
135,Caucasus and Central Asia,2005,"Seats held by women in national parliament, as of February (%)",9.9
135,Caucasus and Central Asia,2010,"Seats held by women in national parliament, as of February (%)",15.1
135,Caucasus and Central Asia,2015,"Seats held by women in national parliament, as of February (%)",17.9
135,Caucasus and Central Asia,2021,"Seats held by women in national parliament, as of February (%)",23.5
135,Caucasus and Central Asia,2022,"Seats held by women in national parliament, as of February (%)",25.7
150,Europe,2000,"Seats held by women in national parliament, as of February (%)",16.8
150,Europe,2005,"Seats held by women in national parliament, as of February (%)",20.5
150,Europe,2010,"Seats held by women in national parliament, as of February (%)",23.2
150,Europe,2015,"Seats held by women in national parliament, as of February (%)",26.7
150,Europe,2020,"Seats held by women in national parliament, as of February (%)",31.4
150,Europe,2021,"Seats held by women in national parliament, as of February (%)",31.8
150,Europe,2022,"Seats held by women in national parliament, as of February (%)",32.6
150,Europe,2023,"Seats held by women in national parliament, as of February (%)",32.4
150,Europe,2024,"Seats held by women in national parliament, as of February (%)",32.9
151,Eastern Europe,2000,"Seats held by women in national parliament, as of February (%)",9.7
151,Eastern Europe,2005,"Seats held by women in national parliament, as of February (%)",14.1
151,Eastern Europe,2010,"Seats held by women in national parliament, as of February (%)",15.2
151,Eastern Europe,2015,"Seats held by women in national parliament, as of February (%)",16.9
151,Eastern Europe,2020,"Seats held by women in national parliament, as of February (%)",22.4
151,Eastern Europe,2021,"Seats held by women in national parliament, as of February (%)",22.1
151,Eastern Europe,2022,"Seats held by women in national parliament, as of February (%)",22.5
151,Eastern Europe,2023,"Seats held by women in national parliament, as of February (%)",22.7
151,Eastern Europe,2024,"Seats held by women in national parliament, as of February (%)",23.4
154,Northern Europe,2000,"Seats held by women in national parliament, as of February (%)",27.0
154,Northern Europe,2005,"Seats held by women in national parliament, as of February (%)",28.0
154,Northern Europe,2010,"Seats held by women in national parliament, as of February (%)",29.6
154,Northern Europe,2015,"Seats held by women in national parliament, as of February (%)",30.4
154,Northern Europe,2020,"Seats held by women in national parliament, as of February (%)",36.4
154,Northern Europe,2021,"Seats held by women in national parliament, as of February (%)",36.9
154,Northern Europe,2022,"Seats held by women in national parliament, as of February (%)",37.0
154,Northern Europe,2023,"Seats held by women in national parliament, as of February (%)",37.8
154,Northern Europe,2024,"Seats held by women in national parliament, as of February (%)",38.2
39,Southern Europe,2000,"Seats held by women in national parliament, as of February (%)",11.0
39,Southern Europe,2005,"Seats held by women in national parliament, as of February (%)",17.1
39,Southern Europe,2010,"Seats held by women in national parliament, as of February (%)",23.0
39,Southern Europe,2015,"Seats held by women in national parliament, as of February (%)",30.0
39,Southern Europe,2020,"Seats held by women in national parliament, as of February (%)",33.3
39,Southern Europe,2021,"Seats held by women in national parliament, as of February (%)",34.2
39,Southern Europe,2022,"Seats held by women in national parliament, as of February (%)",34.8
39,Southern Europe,2023,"Seats held by women in national parliament, as of February (%)",33.5
39,Southern Europe,2024,"Seats held by women in national parliament, as of February (%)",34.6
155,Western Europe,2000,"Seats held by women in national parliament, as of February (%)",23.0
155,Western Europe,2005,"Seats held by women in national parliament, as of February (%)",25.8
155,Western Europe,2010,"Seats held by women in national parliament, as of February (%)",28.4
155,Western Europe,2015,"Seats held by women in national parliament, as of February (%)",32.0
155,Western Europe,2020,"Seats held by women in national parliament, as of February (%)",35.8
155,Western Europe,2021,"Seats held by women in national parliament, as of February (%)",36.1
155,Western Europe,2022,"Seats held by women in national parliament, as of February (%)",38.2
155,Western Europe,2023,"Seats held by women in national parliament, as of February (%)",37.8
155,Western Europe,2024,"Seats held by women in national parliament, as of February (%)",37.4
9,Oceania,2000,"Seats held by women in national parliament, as of February (%)",11.3
9,Oceania,2005,"Seats held by women in national parliament, as of February (%)",11.2
9,Oceania,2010,"Seats held by women in national parliament, as of February (%)",13.2
9,Oceania,2015,"Seats held by women in national parliament, as of February (%)",13.2
9,Oceania,2020,"Seats held by women in national parliament, as of February (%)",16.6
9,Oceania,2021,"Seats held by women in national parliament, as of February (%)",18.0
9,Oceania,2022,"Seats held by women in national parliament, as of February (%)",17.9
9,Oceania,2023,"Seats held by women in national parliament, as of February (%)",19.5
9,Oceania,2024,"Seats held by women in national parliament, as of February (%)",19.4
53,Australia and New Zealand,2000,"Seats held by women in national parliament, as of February (%)",25.5
53,Australia and New Zealand,2005,"Seats held by women in national parliament, as of February (%)",26.3
53,Australia and New Zealand,2010,"Seats held by women in national parliament, as of February (%)",30.1
53,Australia and New Zealand,2015,"Seats held by women in national parliament, as of February (%)",28.8
53,Australia and New Zealand,2020,"Seats held by women in national parliament, as of February (%)",35.1
53,Australia and New Zealand,2021,"Seats held by women in national parliament, as of February (%)",38.8
53,Australia and New Zealand,2022,"Seats held by women in national parliament, as of February (%)",39.1
53,Australia and New Zealand,2023,"Seats held by women in national parliament, as of February (%)",43.5
53,Australia and New Zealand,2024,"Seats held by women in national parliament, as of February (%)",41.4
54,Melanesia,2000,"Seats held by women in national parliament, as of February (%)",3.9
54,Melanesia,2005,"Seats held by women in national parliament, as of February (%)",3.2
54,Melanesia,2010,"Seats held by women in national parliament, as of February (%)",1.4
54,Melanesia,2015,"Seats held by women in national parliament, as of February (%)",4.2
54,Melanesia,2020,"Seats held by women in national parliament, as of February (%)",4.9
54,Melanesia,2021,"Seats held by women in national parliament, as of February (%)",5.7
54,Melanesia,2022,"Seats held by women in national parliament, as of February (%)",5.3
54,Melanesia,2023,"Seats held by women in national parliament, as of February (%)",4.8
54,Melanesia,2024,"Seats held by women in national parliament, as of February (%)",4.9
57,Micronesia,2000,"Seats held by women in national parliament, as of February (%)",2.5
57,Micronesia,2005,"Seats held by women in national parliament, as of February (%)",2.4
57,Micronesia,2010,"Seats held by women in national parliament, as of February (%)",2.4
57,Micronesia,2015,"Seats held by women in national parliament, as of February (%)",4.7
57,Micronesia,2020,"Seats held by women in national parliament, as of February (%)",7.0
57,Micronesia,2021,"Seats held by women in national parliament, as of February (%)",6.3
57,Micronesia,2022,"Seats held by women in national parliament, as of February (%)",7.1
57,Micronesia,2023,"Seats held by women in national parliament, as of February (%)",7.1
57,Micronesia,2024,"Seats held by women in national parliament, as of February (%)",9.5
61,Polynesia,2000,"Seats held by women in national parliament, as of February (%)",4.4
61,Polynesia,2005,"Seats held by women in national parliament, as of February (%)",3.2
61,Polynesia,2010,"Seats held by women in national parliament, as of February (%)",5.2
61,Polynesia,2015,"Seats held by women in national parliament, as of February (%)",4.4
61,Polynesia,2020,"Seats held by women in national parliament, as of February (%)",8.6
61,Polynesia,2021,"Seats held by women in national parliament, as of February (%)",8.6
61,Polynesia,2022,"Seats held by women in national parliament, as of February (%)",6.4
61,Polynesia,2023,"Seats held by women in national parliament, as of February (%)",10.2
61,Polynesia,2024,"Seats held by women in national parliament, as of February (%)",10.2
4,Afghanistan,2010,"Seats held by women in national parliament, as of February (%)",27.3
4,Afghanistan,2015,"Seats held by women in national parliament, as of February (%)",27.7
4,Afghanistan,2020,"Seats held by women in national parliament, as of February (%)",27.0
4,Afghanistan,2021,"Seats held by women in national parliament, as of February (%)",27.0
4,Afghanistan,2022,"Seats held by women in national parliament, as of February (%)",27.0
8,Albania,2000,"Seats held by women in national parliament, as of February (%)",5.2
8,Albania,2005,"Seats held by women in national parliament, as of February (%)",6.4
8,Albania,2010,"Seats held by women in national parliament, as of February (%)",16.4
8,Albania,2015,"Seats held by women in national parliament, as of February (%)",20.7
8,Albania,2020,"Seats held by women in national parliament, as of February (%)",29.5
8,Albania,2021,"Seats held by women in national parliament, as of February (%)",29.5
8,Albania,2022,"Seats held by women in national parliament, as of February (%)",35.7
8,Albania,2023,"Seats held by women in national parliament, as of February (%)",35.7
8,Albania,2024,"Seats held by women in national parliament, as of February (%)",35.7
12,Algeria,2000,"Seats held by women in national parliament, as of February (%)",3.2
12,Algeria,2005,"Seats held by women in national parliament, as of February (%)",6.2
12,Algeria,2010,"Seats held by women in national parliament, as of February (%)",7.7
12,Algeria,2015,"Seats held by women in national parliament, as of February (%)",31.6
12,Algeria,2020,"Seats held by women in national parliament, as of February (%)",25.8
12,Algeria,2021,"Seats held by women in national parliament, as of February (%)",26.0
12,Algeria,2022,"Seats held by women in national parliament, as of February (%)",8.1
12,Algeria,2023,"Seats held by women in national parliament, as of February (%)",7.9
12,Algeria,2024,"Seats held by women in national parliament, as of February (%)",7.9
20,Andorra,2000,"Seats held by women in national parliament, as of February (%)",7.1
20,Andorra,2005,"Seats held by women in national parliament, as of February (%)",14.3
20,Andorra,2010,"Seats held by women in national parliament, as of February (%)",35.7
20,Andorra,2015,"Seats held by women in national parliament, as of February (%)",50.0
20,Andorra,2020,"Seats held by women in national parliament, as of February (%)",46.4
20,Andorra,2021,"Seats held by women in national parliament, as of February (%)",46.4
20,Andorra,2022,"Seats held by women in national parliament, as of February (%)",46.4
20,Andorra,2023,"Seats held by women in national parliament, as of February (%)",46.4
20,Andorra,2024,"Seats held by women in national parliament, as of February (%)",50.0
24,Angola,2000,"Seats held by women in national parliament, as of February (%)",15.5
24,Angola,2005,"Seats held by women in national parliament, as of February (%)",15.0
24,Angola,2010,"Seats held by women in national parliament, as of February (%)",38.6
24,Angola,2015,"Seats held by women in national parliament, as of February (%)",36.8
24,Angola,2020,"Seats held by women in national parliament, as of February (%)",30.0
24,Angola,2021,"Seats held by women in national parliament, as of February (%)",29.6
24,Angola,2022,"Seats held by women in national parliament, as of February (%)",29.6
24,Angola,2023,"Seats held by women in national parliament, as of February (%)",33.6
24,Angola,2024,"Seats held by women in national parliament, as of February (%)",38.6
28,Antigua and Barbuda,2000,"Seats held by women in national parliament, as of February (%)",5.3
28,Antigua and Barbuda,2005,"Seats held by women in national parliament, as of February (%)",10.5
28,Antigua and Barbuda,2010,"Seats held by women in national parliament, as of February (%)",10.5
28,Antigua and Barbuda,2015,"Seats held by women in national parliament, as of February (%)",11.1
28,Antigua and Barbuda,2020,"Seats held by women in national parliament, as of February (%)",11.1
28,Antigua and Barbuda,2021,"Seats held by women in national parliament, as of February (%)",11.1
28,Antigua and Barbuda,2022,"Seats held by women in national parliament, as of February (%)",11.1
28,Antigua and Barbuda,2023,"Seats held by women in national parliament, as of February (%)",11.1
28,Antigua and Barbuda,2024,"Seats held by women in national parliament, as of February (%)",5.6
32,Argentina,2000,"Seats held by women in national parliament, as of February (%)",28.0
32,Argentina,2005,"Seats held by women in national parliament, as of February (%)",33.7
32,Argentina,2010,"Seats held by women in national parliament, as of February (%)",38.5
32,Argentina,2015,"Seats held by women in national parliament, as of February (%)",36.2
32,Argentina,2020,"Seats held by women in national parliament, as of February (%)",40.9
32,Argentina,2021,"Seats held by women in national parliament, as of February (%)",42.4
32,Argentina,2022,"Seats held by women in national parliament, as of February (%)",44.8
32,Argentina,2023,"Seats held by women in national parliament, as of February (%)",44.8
32,Argentina,2024,"Seats held by women in national parliament, as of February (%)",42.4
51,Armenia,2000,"Seats held by women in national parliament, as of February (%)",3.1
51,Armenia,2005,"Seats held by women in national parliament, as of February (%)",5.3
51,Armenia,2010,"Seats held by women in national parliament, as of February (%)",9.2
51,Armenia,2015,"Seats held by women in national parliament, as of February (%)",10.7
51,Armenia,2020,"Seats held by women in national parliament, as of February (%)",23.5
51,Armenia,2021,"Seats held by women in national parliament, as of February (%)",22.7
51,Armenia,2022,"Seats held by women in national parliament, as of February (%)",34.6
51,Armenia,2023,"Seats held by women in national parliament, as of February (%)",35.5
51,Armenia,2024,"Seats held by women in national parliament, as of February (%)",36.5
36,Australia,2000,"Seats held by women in national parliament, as of February (%)",22.4
36,Australia,2005,"Seats held by women in national parliament, as of February (%)",24.7
36,Australia,2010,"Seats held by women in national parliament, as of February (%)",27.3
36,Australia,2015,"Seats held by women in national parliament, as of February (%)",26.7
36,Australia,2020,"Seats held by women in national parliament, as of February (%)",30.5
36,Australia,2021,"Seats held by women in national parliament, as of February (%)",31.1
36,Australia,2022,"Seats held by women in national parliament, as of February (%)",31.1
36,Australia,2023,"Seats held by women in national parliament, as of February (%)",38.4
36,Australia,2024,"Seats held by women in national parliament, as of February (%)",38.0
40,Austria,2000,"Seats held by women in national parliament, as of February (%)",26.8
40,Austria,2005,"Seats held by women in national parliament, as of February (%)",33.9
40,Austria,2010,"Seats held by women in national parliament, as of February (%)",27.9
40,Austria,2015,"Seats held by women in national parliament, as of February (%)",30.6
40,Austria,2020,"Seats held by women in national parliament, as of February (%)",39.3
40,Austria,2021,"Seats held by women in national parliament, as of February (%)",39.9
40,Austria,2022,"Seats held by women in national parliament, as of February (%)",41.5
40,Austria,2023,"Seats held by women in national parliament, as of February (%)",40.4
40,Austria,2024,"Seats held by women in national parliament, as of February (%)",41.0
31,Azerbaijan,2000,"Seats held by women in national parliament, as of February (%)",10.4
31,Azerbaijan,2005,"Seats held by women in national parliament, as of February (%)",10.5
31,Azerbaijan,2010,"Seats held by women in national parliament, as of February (%)",11.4
31,Azerbaijan,2015,"Seats held by women in national parliament, as of February (%)",15.6
31,Azerbaijan,2020,"Seats held by women in national parliament, as of February (%)",16.8
31,Azerbaijan,2021,"Seats held by women in national parliament, as of February (%)",18.2
31,Azerbaijan,2022,"Seats held by women in national parliament, as of February (%)",18.3
31,Azerbaijan,2023,"Seats held by women in national parliament, as of February (%)",18.6
31,Azerbaijan,2024,"Seats held by women in national parliament, as of February (%)",18.1
44,Bahamas,2000,"Seats held by women in national parliament, as of February (%)",15.0
44,Bahamas,2005,"Seats held by women in national parliament, as of February (%)",20.0
44,Bahamas,2010,"Seats held by women in national parliament, as of February (%)",12.2
44,Bahamas,2015,"Seats held by women in national parliament, as of February (%)",13.2
44,Bahamas,2020,"Seats held by women in national parliament, as of February (%)",12.8
44,Bahamas,2021,"Seats held by women in national parliament, as of February (%)",12.8
44,Bahamas,2022,"Seats held by women in national parliament, as of February (%)",18.0
44,Bahamas,2023,"Seats held by women in national parliament, as of February (%)",18.0
44,Bahamas,2024,"Seats held by women in national parliament, as of February (%)",18.0
48,Bahrain,2005,"Seats held by women in national parliament, as of February (%)",0.0
48,Bahrain,2010,"Seats held by women in national parliament, as of February (%)",2.5
48,Bahrain,2015,"Seats held by women in national parliament, as of February (%)",7.5
48,Bahrain,2020,"Seats held by women in national parliament, as of February (%)",15.0
48,Bahrain,2021,"Seats held by women in national parliament, as of February (%)",15.0
48,Bahrain,2022,"Seats held by women in national parliament, as of February (%)",15.0
48,Bahrain,2023,"Seats held by women in national parliament, as of February (%)",20.0
48,Bahrain,2024,"Seats held by women in national parliament, as of February (%)",20.0
50,Bangladesh,2000,"Seats held by women in national parliament, as of February (%)",9.1
50,Bangladesh,2005,"Seats held by women in national parliament, as of February (%)",2.0
50,Bangladesh,2010,"Seats held by women in national parliament, as of February (%)",18.6
50,Bangladesh,2015,"Seats held by women in national parliament, as of February (%)",20.0
50,Bangladesh,2020,"Seats held by women in national parliament, as of February (%)",20.9
50,Bangladesh,2021,"Seats held by women in national parliament, as of February (%)",20.9
50,Bangladesh,2022,"Seats held by women in national parliament, as of February (%)",20.9
50,Bangladesh,2023,"Seats held by women in national parliament, as of February (%)",20.9
50,Bangladesh,2024,"Seats held by women in national parliament, as of February (%)",20.9
52,Barbados,2000,"Seats held by women in national parliament, as of February (%)",10.7
52,Barbados,2005,"Seats held by women in national parliament, as of February (%)",13.3
52,Barbados,2010,"Seats held by women in national parliament, as of February (%)",10.0
52,Barbados,2015,"Seats held by women in national parliament, as of February (%)",16.7
52,Barbados,2020,"Seats held by women in national parliament, as of February (%)",20.0
52,Barbados,2021,"Seats held by women in national parliament, as of February (%)",20.0
52,Barbados,2022,"Seats held by women in national parliament, as of February (%)",20.0
52,Barbados,2023,"Seats held by women in national parliament, as of February (%)",26.7
52,Barbados,2024,"Seats held by women in national parliament, as of February (%)",26.7
112,Belarus,2000,"Seats held by women in national parliament, as of February (%)",9.1
112,Belarus,2005,"Seats held by women in national parliament, as of February (%)",29.4
112,Belarus,2010,"Seats held by women in national parliament, as of February (%)",31.8
112,Belarus,2015,"Seats held by women in national parliament, as of February (%)",27.3
