Region/Country/Area,,Year,Series,Value
14,Eastern Africa,2015,Employment by industry: Industry (%) Male,11.4
14,Eastern Africa,2015,Employment by industry: Services (%) Male,25.7
14,Eastern Africa,2015,Employment by industry: Agriculture (%) Female,66
14,Eastern Africa,2015,Employment by industry: Industry (%) Female,6
14,Eastern Africa,2015,Employment by industry: Services (%) Female,28
14,Eastern Africa,2022,Employment by industry: Agriculture (%) Male and Female,60.2
14,Eastern Africa,2022,Employment by industry: Industry (%) Male and Female,9.2
14,Eastern Africa,2022,Employment by industry: Services (%) Male and Female,30.6
14,Eastern Africa,2022,Employment by industry: Agriculture (%) Male,59.7
14,Eastern Africa,2022,Employment by industry: Industry (%) Male,12.4
14,Eastern Africa,2022,Employment by industry: Services (%) Male,27.9
14,Eastern Africa,2022,Employment by industry: Agriculture (%) Female,60.8
14,Eastern Africa,2022,Employment by industry: Industry (%) Female,5.8
14,Eastern Africa,2022,Employment by industry: Services (%) Female,33.4
17,Middle Africa,2005,Employment by industry: Agriculture (%) Male and Female,64
17,Middle Africa,2005,Employment by industry: Industry (%) Male and Female,8.9
17,Middle Africa,2005,Employment by industry: Services (%) Male and Female,27.1
17,Middle Africa,2005,Employment by industry: Agriculture (%) Male,57.3
17,Middle Africa,2005,Employment by industry: Industry (%) Male,12.9
17,Middle Africa,2005,Employment by industry: Services (%) Male,29.8
17,Middle Africa,2005,Employment by industry: Agriculture (%) Female,71
17,Middle Africa,2005,Employment by industry: Industry (%) Female,4.7
17,Middle Africa,2005,Employment by industry: Services (%) Female,24.4
17,Middle Africa,2010,Employment by industry: Agriculture (%) Male and Female,60.8
17,Middle Africa,2010,Employment by industry: Industry (%) Male and Female,9.3
17,Middle Africa,2010,Employment by industry: Services (%) Male and Female,29.9
17,Middle Africa,2010,Employment by industry: Agriculture (%) Male,54.7
17,Middle Africa,2010,Employment by industry: Industry (%) Male,12.7
17,Middle Africa,2010,Employment by industry: Services (%) Male,32.6
17,Middle Africa,2010,Employment by industry: Agriculture (%) Female,67.6
17,Middle Africa,2010,Employment by industry: Industry (%) Female,5.5
17,Middle Africa,2010,Employment by industry: Services (%) Female,26.9
17,Middle Africa,2015,Employment by industry: Agriculture (%) Male and Female,56.9
17,Middle Africa,2015,Employment by industry: Industry (%) Male and Female,10.2
17,Middle Africa,2015,Employment by industry: Services (%) Male and Female,32.9
17,Middle Africa,2015,Employment by industry: Agriculture (%) Male,50.1
17,Middle Africa,2015,Employment by industry: Industry (%) Male,13.4
17,Middle Africa,2015,Employment by industry: Services (%) Male,36.5
17,Middle Africa,2015,Employment by industry: Agriculture (%) Female,64.6
17,Middle Africa,2015,Employment by industry: Industry (%) Female,6.6
17,Middle Africa,2015,Employment by industry: Services (%) Female,28.9
17,Middle Africa,2022,Employment by industry: Agriculture (%) Male and Female,54.4
17,Middle Africa,2022,Employment by industry: Industry (%) Male and Female,10.5
17,Middle Africa,2022,Employment by industry: Services (%) Male and Female,35.2
17,Middle Africa,2022,Employment by industry: Agriculture (%) Male,49.1
17,Middle Africa,2022,Employment by industry: Industry (%) Male,13.5
17,Middle Africa,2022,Employment by industry: Services (%) Male,37.4
17,Middle Africa,2022,Employment by industry: Agriculture (%) Female,60.1
17,Middle Africa,2022,Employment by industry: Industry (%) Female,7.2
17,Middle Africa,2022,Employment by industry: Services (%) Female,32.7
18,Southern Africa,2005,Employment by industry: Agriculture (%) Male and Female,19.6
18,Southern Africa,2005,Employment by industry: Industry (%) Male and Female,27.7
18,Southern Africa,2005,Employment by industry: Services (%) Male and Female,52.8
18,Southern Africa,2005,Employment by industry: Agriculture (%) Male,18.3
18,Southern Africa,2005,Employment by industry: Industry (%) Male,36.4
18,Southern Africa,2005,Employment by industry: Services (%) Male,45.3
18,Southern Africa,2005,Employment by industry: Agriculture (%) Female,21.1
18,Southern Africa,2005,Employment by industry: Industry (%) Female,17.1
18,Southern Africa,2005,Employment by industry: Services (%) Female,61.7
18,Southern Africa,2010,Employment by industry: Agriculture (%) Male and Female,18
18,Southern Africa,2010,Employment by industry: Industry (%) Male and Female,21.6
18,Southern Africa,2010,Employment by industry: Services (%) Male and Female,60.4
18,Southern Africa,2010,Employment by industry: Agriculture (%) Male,17.1
18,Southern Africa,2010,Employment by industry: Industry (%) Male,29.5
18,Southern Africa,2010,Employment by industry: Services (%) Male,53.4
18,Southern Africa,2010,Employment by industry: Agriculture (%) Female,19
18,Southern Africa,2010,Employment by industry: Industry (%) Female,11.9
18,Southern Africa,2010,Employment by industry: Services (%) Female,69.1
18,Southern Africa,2015,Employment by industry: Agriculture (%) Male and Female,16.4
18,Southern Africa,2015,Employment by industry: Industry (%) Male and Female,21.6
18,Southern Africa,2015,Employment by industry: Services (%) Male and Female,62
18,Southern Africa,2015,Employment by industry: Agriculture (%) Male,16.5
18,Southern Africa,2015,Employment by industry: Industry (%) Male,30.1
18,Southern Africa,2015,Employment by industry: Services (%) Male,53.4
18,Southern Africa,2015,Employment by industry: Agriculture (%) Female,16.3
18,Southern Africa,2015,Employment by industry: Industry (%) Female,11.2
18,Southern Africa,2015,Employment by industry: Services (%) Female,72.5
18,Southern Africa,2022,Employment by industry: Agriculture (%) Male and Female,19.6
18,Southern Africa,2022,Employment by industry: Industry (%) Male and Female,18.7
18,Southern Africa,2022,Employment by industry: Services (%) Male and Female,61.7
18,Southern Africa,2022,Employment by industry: Agriculture (%) Male,19.9
18,Southern Africa,2022,Employment by industry: Industry (%) Male,25.3
18,Southern Africa,2022,Employment by industry: Services (%) Male,54.8
18,Southern Africa,2022,Employment by industry: Agriculture (%) Female,19.2
18,Southern Africa,2022,Employment by industry: Industry (%) Female,10.8
18,Southern Africa,2022,Employment by industry: Services (%) Female,70
11,Western Africa,2005,Employment by industry: Agriculture (%) Male and Female,53
11,Western Africa,2005,Employment by industry: Industry (%) Male and Female,11
11,Western Africa,2005,Employment by industry: Services (%) Male and Female,36
11,Western Africa,2005,Employment by industry: Agriculture (%) Male,56.5
11,Western Africa,2005,Employment by industry: Industry (%) Male,11.7
11,Western Africa,2005,Employment by industry: Services (%) Male,31.8
11,Western Africa,2005,Employment by industry: Agriculture (%) Female,48.9
11,Western Africa,2005,Employment by industry: Industry (%) Female,10.3
11,Western Africa,2005,Employment by industry: Services (%) Female,40.9
11,Western Africa,2010,Employment by industry: Agriculture (%) Male and Female,49.1
11,Western Africa,2010,Employment by industry: Industry (%) Male and Female,10.7
11,Western Africa,2010,Employment by industry: Services (%) Male and Female,40.2
11,Western Africa,2010,Employment by industry: Agriculture (%) Male,53.6
11,Western Africa,2010,Employment by industry: Industry (%) Male,11.1
11,Western Africa,2010,Employment by industry: Services (%) Male,35.3
11,Western Africa,2010,Employment by industry: Agriculture (%) Female,43.6
11,Western Africa,2010,Employment by industry: Industry (%) Female,10.3
11,Western Africa,2010,Employment by industry: Services (%) Female,46
11,Western Africa,2015,Employment by industry: Agriculture (%) Male and Female,44.7
11,Western Africa,2015,Employment by industry: Industry (%) Male and Female,12.3
11,Western Africa,2015,Employment by industry: Services (%) Male and Female,43
11,Western Africa,2015,Employment by industry: Agriculture (%) Male,50.3
11,Western Africa,2015,Employment by industry: Industry (%) Male,12.7
11,Western Africa,2015,Employment by industry: Services (%) Male,37
11,Western Africa,2015,Employment by industry: Agriculture (%) Female,38
11,Western Africa,2015,Employment by industry: Industry (%) Female,11.9
11,Western Africa,2015,Employment by industry: Services (%) Female,50.2
11,Western Africa,2022,Employment by industry: Agriculture (%) Male and Female,44.2
11,Western Africa,2022,Employment by industry: Industry (%) Male and Female,13.8
11,Western Africa,2022,Employment by industry: Services (%) Male and Female,42
11,Western Africa,2022,Employment by industry: Agriculture (%) Male,48.9
11,Western Africa,2022,Employment by industry: Industry (%) Male,15.4
11,Western Africa,2022,Employment by industry: Services (%) Male,35.7
11,Western Africa,2022,Employment by industry: Agriculture (%) Female,38.1
11,Western Africa,2022,Employment by industry: Industry (%) Female,11.7
11,Western Africa,2022,Employment by industry: Services (%) Female,50.1
19,Americas,2005,Employment by industry: Agriculture (%) Male and Female,11.6
19,Americas,2005,Employment by industry: Industry (%) Male and Female,21.8
19,Americas,2005,Employment by industry: Services (%) Male and Female,66.7
19,Americas,2005,Employment by industry: Agriculture (%) Male,15.2
19,Americas,2005,Employment by industry: Industry (%) Male,28.6
19,Americas,2005,Employment by industry: Services (%) Male,56.2
19,Americas,2005,Employment by industry: Agriculture (%) Female,6.6
19,Americas,2005,Employment by industry: Industry (%) Female,12.3
19,Americas,2005,Employment by industry: Services (%) Female,81.2
19,Americas,2010,Employment by industry: Agriculture (%) Male and Female,10.4
19,Americas,2010,Employment by industry: Industry (%) Male and Female,20.7
19,Americas,2010,Employment by industry: Services (%) Male and Female,68.9
19,Americas,2010,Employment by industry: Agriculture (%) Male,14.1
19,Americas,2010,Employment by industry: Industry (%) Male,28
19,Americas,2010,Employment by industry: Services (%) Male,57.9
19,Americas,2010,Employment by industry: Agriculture (%) Female,5.4
19,Americas,2010,Employment by industry: Industry (%) Female,11
19,Americas,2010,Employment by industry: Services (%) Female,83.7
19,Americas,2015,Employment by industry: Agriculture (%) Male and Female,9.5
19,Americas,2015,Employment by industry: Industry (%) Male and Female,20.8
19,Americas,2015,Employment by industry: Services (%) Male and Female,69.7
19,Americas,2015,Employment by industry: Agriculture (%) Male,12.9
19,Americas,2015,Employment by industry: Industry (%) Male,28.3
19,Americas,2015,Employment by industry: Services (%) Male,58.8
19,Americas,2015,Employment by industry: Agriculture (%) Female,4.8
19,Americas,2015,Employment by industry: Industry (%) Female,10.8
19,Americas,2015,Employment by industry: Services (%) Female,84.4
19,Americas,2022,Employment by industry: Agriculture (%) Male and Female,9
19,Americas,2022,Employment by industry: Industry (%) Male and Female,20.2
19,Americas,2022,Employment by industry: Services (%) Male and Female,70.8
19,Americas,2022,Employment by industry: Agriculture (%) Male,12.1
19,Americas,2022,Employment by industry: Industry (%) Male,27.4
19,Americas,2022,Employment by industry: Services (%) Male,60.5
19,Americas,2022,Employment by industry: Agriculture (%) Female,4.9
19,Americas,2022,Employment by industry: Industry (%) Female,10.7
19,Americas,2022,Employment by industry: Services (%) Female,84.4
21,Northern America,2005,Employment by industry: Agriculture (%) Male and Female,1.7
21,Northern America,2005,Employment by industry: Industry (%) Male and Female,22.1
21,Northern America,2005,Employment by industry: Services (%) Male and Female,76.2
21,Northern America,2005,Employment by industry: Agriculture (%) Male,2.4
21,Northern America,2005,Employment by industry: Industry (%) Male,32.2
21,Northern America,2005,Employment by industry: Services (%) Male,65.4
21,Northern America,2005,Employment by industry: Agriculture (%) Female,1
21,Northern America,2005,Employment by industry: Industry (%) Female,10.2
21,Northern America,2005,Employment by industry: Services (%) Female,88.8
21,Northern America,2010,Employment by industry: Agriculture (%) Male and Female,1.7
21,Northern America,2010,Employment by industry: Industry (%) Male and Female,19.5
21,Northern America,2010,Employment by industry: Services (%) Male and Female,78.8
21,Northern America,2010,Employment by industry: Agriculture (%) Male,2.4
21,Northern America,2010,Employment by industry: Industry (%) Male,29.3
21,Northern America,2010,Employment by industry: Services (%) Male,68.2
21,Northern America,2010,Employment by industry: Agriculture (%) Female,1
21,Northern America,2010,Employment by industry: Industry (%) Female,8.3
21,Northern America,2010,Employment by industry: Services (%) Female,90.7
21,Northern America,2015,Employment by industry: Agriculture (%) Male and Female,1.8
21,Northern America,2015,Employment by industry: Industry (%) Male and Female,19.6
21,Northern America,2015,Employment by industry: Services (%) Male and Female,78.6
21,Northern America,2015,Employment by industry: Agriculture (%) Male,2.4
21,Northern America,2015,Employment by industry: Industry (%) Male,29
21,Northern America,2015,Employment by industry: Services (%) Male,68.6
21,Northern America,2015,Employment by industry: Agriculture (%) Female,1
21,Northern America,2015,Employment by industry: Industry (%) Female,8.7
21,Northern America,2015,Employment by industry: Services (%) Female,90.4
21,Northern America,2022,Employment by industry: Agriculture (%) Male and Female,1.6
21,Northern America,2022,Employment by industry: Industry (%) Male and Female,19.3
21,Northern America,2022,Employment by industry: Services (%) Male and Female,79.2
21,Northern America,2022,Employment by industry: Agriculture (%) Male,2.1
21,Northern America,2022,Employment by industry: Industry (%) Male,28.5
21,Northern America,2022,Employment by industry: Services (%) Male,69.4
21,Northern America,2022,Employment by industry: Agriculture (%) Female,1
21,Northern America,2022,Employment by industry: Industry (%) Female,8.7
21,Northern America,2022,Employment by industry: Services (%) Female,90.4
419,Latin America & the Caribbean,2005,Employment by industry: Agriculture (%) Male and Female,18.5
419,Latin America & the Caribbean,2005,Employment by industry: Industry (%) Male and Female,21.5
419,Latin America & the Caribbean,2005,Employment by industry: Services (%) Male and Female,60
419,Latin America & the Caribbean,2005,Employment by industry: Agriculture (%) Male,23.2
419,Latin America & the Caribbean,2005,Employment by industry: Industry (%) Male,26.4
419,Latin America & the Caribbean,2005,Employment by industry: Services (%) Male,50.4
419,Latin America & the Caribbean,2005,Employment by industry: Agriculture (%) Female,11.2
419,Latin America & the Caribbean,2005,Employment by industry: Industry (%) Female,14
419,Latin America & the Caribbean,2005,Employment by industry: Services (%) Female,74.8
419,Latin America & the Caribbean,2010,Employment by industry: Agriculture (%) Male and Female,15.9
419,Latin America & the Caribbean,2010,Employment by industry: Industry (%) Male and Female,21.5
419,Latin America & the Caribbean,2010,Employment by industry: Services (%) Male and Female,62.6
419,Latin America & the Caribbean,2010,Employment by industry: Agriculture (%) Male,20.7
419,Latin America & the Caribbean,2010,Employment by industry: Industry (%) Male,27.2
419,Latin America & the Caribbean,2010,Employment by industry: Services (%) Male,52.1
419,Latin America & the Caribbean,2010,Employment by industry: Agriculture (%) Female,8.7
419,Latin America & the Caribbean,2010,Employment by industry: Industry (%) Female,12.9
419,Latin America & the Caribbean,2010,Employment by industry: Services (%) Female,78.4
419,Latin America & the Caribbean,2015,Employment by industry: Agriculture (%) Male and Female,14.4
419,Latin America & the Caribbean,2015,Employment by industry: Industry (%) Male and Female,21.6
419,Latin America & the Caribbean,2015,Employment by industry: Services (%) Male and Female,64.1
419,Latin America & the Caribbean,2015,Employment by industry: Agriculture (%) Male,18.9
419,Latin America & the Caribbean,2015,Employment by industry: Industry (%) Male,27.8
419,Latin America & the Caribbean,2015,Employment by industry: Services (%) Male,53.3
419,Latin America & the Caribbean,2015,Employment by industry: Agriculture (%) Female,7.6
419,Latin America & the Caribbean,2015,Employment by industry: Industry (%) Female,12.3
419,Latin America & the Caribbean,2015,Employment by industry: Services (%) Female,80.1
419,Latin America & the Caribbean,2022,Employment by industry: Agriculture (%) Male and Female,13.7
419,Latin America & the Caribbean,2022,Employment by industry: Industry (%) Male and Female,20.8
419,Latin America & the Caribbean,2022,Employment by industry: Services (%) Male and Female,65.5
419,Latin America & the Caribbean,2022,Employment by industry: Agriculture (%) Male,17.9
419,Latin America & the Caribbean,2022,Employment by industry: Industry (%) Male,26.8
419,Latin America & the Caribbean,2022,Employment by industry: Services (%) Male,55.3
419,Latin America & the Caribbean,2022,Employment by industry: Agriculture (%) Female,7.6
419,Latin America & the Caribbean,2022,Employment by industry: Industry (%) Female,12.2
419,Latin America & the Caribbean,2022,Employment by industry: Services (%) Female,80.2
29,Caribbean,2005,Employment by industry: Agriculture (%) Male and Female,22.2
29,Caribbean,2005,Employment by industry: Industry (%) Male and Female,18.5
29,Caribbean,2005,Employment by industry: Services (%) Male and Female,59.3
29,Caribbean,2005,Employment by industry: Agriculture (%) Male,28.4
29,Caribbean,2005,Employment by industry: Industry (%) Male,23.3
29,Caribbean,2005,Employment by industry: Services (%) Male,48.4
29,Caribbean,2005,Employment by industry: Agriculture (%) Female,12.7
29,Caribbean,2005,Employment by industry: Industry (%) Female,11
29,Caribbean,2005,Employment by industry: Services (%) Female,76.2
29,Caribbean,2010,Employment by industry: Agriculture (%) Male and Female,21.9
29,Caribbean,2010,Employment by industry: Industry (%) Male and Female,16.5
29,Caribbean,2010,Employment by industry: Services (%) Male and Female,61.7
29,Caribbean,2010,Employment by industry: Agriculture (%) Male,28.1
29,Caribbean,2010,Employment by industry: Industry (%) Male,21.2
29,Caribbean,2010,Employment by industry: Services (%) Male,50.6
29,Caribbean,2010,Employment by industry: Agriculture (%) Female,12.7
29,Caribbean,2010,Employment by industry: Industry (%) Female,9.4
29,Caribbean,2010,Employment by industry: Services (%) Female,77.9
29,Caribbean,2015,Employment by industry: Agriculture (%) Male and Female,21.1
