Region/Country/Area,,Year,Series,Value
15,Northern Africa,2015,Life expectancy at birth for males (years),68.4
15,Northern Africa,2015,Life expectancy at birth for females (years),72.8
15,Northern Africa,2020,Population annual rate of increase (percent),1.6
15,Northern Africa,2020,Total fertility rate (children per women),3.1
15,Northern Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",28.9
15,Northern Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",103
15,Northern Africa,2020,Life expectancy at birth for both sexes (years),70.2
15,Northern Africa,2020,Life expectancy at birth for males (years),68
15,Northern Africa,2020,Life expectancy at birth for females (years),72.5
15,Northern Africa,2024,Population annual rate of increase (percent),1.4
15,Northern Africa,2024,Total fertility rate (children per women),2.9
15,Northern Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",26.9
15,Northern Africa,2024,Life expectancy at birth for both sexes (years),72.2
15,Northern Africa,2024,Life expectancy at birth for males (years),70
15,Northern Africa,2024,Life expectancy at birth for females (years),74.6
202,Sub-Saharan Africa,2010,Population annual rate of increase (percent),2.8
202,Sub-Saharan Africa,2010,Total fertility rate (children per women),5.3
202,Sub-Saharan Africa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",103.1
202,Sub-Saharan Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",668
202,Sub-Saharan Africa,2010,Life expectancy at birth for both sexes (years),56.5
202,Sub-Saharan Africa,2010,Life expectancy at birth for males (years),55
202,Sub-Saharan Africa,2010,Life expectancy at birth for females (years),58
202,Sub-Saharan Africa,2015,Population annual rate of increase (percent),2.7
202,Sub-Saharan Africa,2015,Total fertility rate (children per women),4.9
202,Sub-Saharan Africa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",89.3
202,Sub-Saharan Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",598
202,Sub-Saharan Africa,2015,Life expectancy at birth for both sexes (years),58.8
202,Sub-Saharan Africa,2015,Life expectancy at birth for males (years),57
202,Sub-Saharan Africa,2015,Life expectancy at birth for females (years),60.5
202,Sub-Saharan Africa,2020,Population annual rate of increase (percent),2.6
202,Sub-Saharan Africa,2020,Total fertility rate (children per women),4.5
202,Sub-Saharan Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",75.4
202,Sub-Saharan Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",545
202,Sub-Saharan Africa,2020,Life expectancy at birth for both sexes (years),60.6
202,Sub-Saharan Africa,2020,Life expectancy at birth for males (years),58.6
202,Sub-Saharan Africa,2020,Life expectancy at birth for females (years),62.6
202,Sub-Saharan Africa,2024,Population annual rate of increase (percent),2.5
202,Sub-Saharan Africa,2024,Total fertility rate (children per women),4.3
202,Sub-Saharan Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",67.6
202,Sub-Saharan Africa,2024,Life expectancy at birth for both sexes (years),62.3
202,Sub-Saharan Africa,2024,Life expectancy at birth for males (years),60.3
202,Sub-Saharan Africa,2024,Life expectancy at birth for females (years),64.4
14,Eastern Africa,2010,Population annual rate of increase (percent),2.9
14,Eastern Africa,2010,Total fertility rate (children per women),5.2
14,Eastern Africa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",82.4
14,Eastern Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",542
14,Eastern Africa,2010,Life expectancy at birth for both sexes (years),59
14,Eastern Africa,2010,Life expectancy at birth for males (years),57.2
14,Eastern Africa,2010,Life expectancy at birth for females (years),60.8
14,Eastern Africa,2015,Population annual rate of increase (percent),2.6
14,Eastern Africa,2015,Total fertility rate (children per women),4.7
14,Eastern Africa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",69.5
14,Eastern Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",429
14,Eastern Africa,2015,Life expectancy at birth for both sexes (years),61.6
14,Eastern Africa,2015,Life expectancy at birth for males (years),59.3
14,Eastern Africa,2015,Life expectancy at birth for females (years),63.9
14,Eastern Africa,2020,Population annual rate of increase (percent),2.7
14,Eastern Africa,2020,Total fertility rate (children per women),4.3
14,Eastern Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",54.9
14,Eastern Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",351
14,Eastern Africa,2020,Life expectancy at birth for both sexes (years),64.2
14,Eastern Africa,2020,Life expectancy at birth for males (years),61.4
14,Eastern Africa,2020,Life expectancy at birth for females (years),67
14,Eastern Africa,2024,Population annual rate of increase (percent),2.5
14,Eastern Africa,2024,Total fertility rate (children per women),4
14,Eastern Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",48.5
14,Eastern Africa,2024,Life expectancy at birth for both sexes (years),65.8
14,Eastern Africa,2024,Life expectancy at birth for males (years),63.1
14,Eastern Africa,2024,Life expectancy at birth for females (years),68.6
17,Middle Africa,2010,Population annual rate of increase (percent),3.3
17,Middle Africa,2010,Total fertility rate (children per women),6.2
17,Middle Africa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",116.9
17,Middle Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",632
17,Middle Africa,2010,Life expectancy at birth for both sexes (years),55.9
17,Middle Africa,2010,Life expectancy at birth for males (years),54.3
17,Middle Africa,2010,Life expectancy at birth for females (years),57.5
17,Middle Africa,2015,Population annual rate of increase (percent),3.2
17,Middle Africa,2015,Total fertility rate (children per women),6
17,Middle Africa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",96.2
17,Middle Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",573
17,Middle Africa,2015,Life expectancy at birth for both sexes (years),58.5
17,Middle Africa,2015,Life expectancy at birth for males (years),56.7
17,Middle Africa,2015,Life expectancy at birth for females (years),60.4
17,Middle Africa,2020,Population annual rate of increase (percent),3.1
17,Middle Africa,2020,Total fertility rate (children per women),5.7
17,Middle Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",81.2
17,Middle Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",539
17,Middle Africa,2020,Life expectancy at birth for both sexes (years),60.3
17,Middle Africa,2020,Life expectancy at birth for males (years),58.1
17,Middle Africa,2020,Life expectancy at birth for females (years),62.5
17,Middle Africa,2024,Population annual rate of increase (percent),3.2
17,Middle Africa,2024,Total fertility rate (children per women),5.4
17,Middle Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",72.1
17,Middle Africa,2024,Life expectancy at birth for both sexes (years),62.2
17,Middle Africa,2024,Life expectancy at birth for males (years),60
17,Middle Africa,2024,Life expectancy at birth for females (years),64.4
18,Southern Africa,2010,Population annual rate of increase (percent),1.2
18,Southern Africa,2010,Total fertility rate (children per women),2.6
18,Southern Africa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",56.2
18,Southern Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",277
18,Southern Africa,2010,Life expectancy at birth for both sexes (years),58.1
18,Southern Africa,2010,Life expectancy at birth for males (years),55.4
18,Southern Africa,2010,Life expectancy at birth for females (years),60.4
18,Southern Africa,2015,Population annual rate of increase (percent),2.2
18,Southern Africa,2015,Total fertility rate (children per women),2.5
18,Southern Africa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",42.2
18,Southern Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",183
18,Southern Africa,2015,Life expectancy at birth for both sexes (years),63.3
18,Southern Africa,2015,Life expectancy at birth for males (years),60.1
18,Southern Africa,2015,Life expectancy at birth for females (years),66.2
18,Southern Africa,2020,Population annual rate of increase (percent),1.6
18,Southern Africa,2020,Total fertility rate (children per women),2.3
18,Southern Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",32.9
18,Southern Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",157
18,Southern Africa,2020,Life expectancy at birth for both sexes (years),64.7
18,Southern Africa,2020,Life expectancy at birth for males (years),61.7
18,Southern Africa,2020,Life expectancy at birth for females (years),67.5
18,Southern Africa,2024,Population annual rate of increase (percent),1.2
18,Southern Africa,2024,Total fertility rate (children per women),2.3
18,Southern Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",33.6
18,Southern Africa,2024,Life expectancy at birth for both sexes (years),66.1
18,Southern Africa,2024,Life expectancy at birth for males (years),62.6
18,Southern Africa,2024,Life expectancy at birth for females (years),69.5
11,Western Africa,2010,Population annual rate of increase (percent),2.8
11,Western Africa,2010,Total fertility rate (children per women),5.7
11,Western Africa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",123.2
11,Western Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",850
11,Western Africa,2010,Life expectancy at birth for both sexes (years),54.3
11,Western Africa,2010,Life expectancy at birth for males (years),53.5
11,Western Africa,2010,Life expectancy at birth for females (years),55.1
11,Western Africa,2015,Population annual rate of increase (percent),2.6
11,Western Africa,2015,Total fertility rate (children per women),5.3
11,Western Africa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",110.6
11,Western Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",808
11,Western Africa,2015,Life expectancy at birth for both sexes (years),55.6
11,Western Africa,2015,Life expectancy at birth for males (years),54.8
11,Western Africa,2015,Life expectancy at birth for females (years),56.3
11,Western Africa,2020,Population annual rate of increase (percent),2.3
11,Western Africa,2020,Total fertility rate (children per women),4.6
11,Western Africa,2020,"Under five mortality rate for both sexes (per 1,000 live births)",98.1
11,Western Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",754
11,Western Africa,2020,Life expectancy at birth for both sexes (years),56.9
11,Western Africa,2020,Life expectancy at birth for males (years),55.9
11,Western Africa,2020,Life expectancy at birth for females (years),57.8
11,Western Africa,2024,Population annual rate of increase (percent),2.2
11,Western Africa,2024,Total fertility rate (children per women),4.4
11,Western Africa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",89.2
11,Western Africa,2024,Life expectancy at birth for both sexes (years),58.4
11,Western Africa,2024,Life expectancy at birth for males (years),57.5
11,Western Africa,2024,Life expectancy at birth for females (years),59.4
19,Americas,2010,Population annual rate of increase (percent),1
19,Americas,2010,Total fertility rate (children per women),2.1
19,Americas,2010,"Under five mortality rate for both sexes (per 1,000 live births)",18.8
19,Americas,2010,"Maternal mortality ratio (deaths per 100,000 population)",60
19,Americas,2010,Life expectancy at birth for both sexes (years),75.4
19,Americas,2010,Life expectancy at birth for males (years),72.6
19,Americas,2010,Life expectancy at birth for females (years),78.3
19,Americas,2015,Population annual rate of increase (percent),0.9
19,Americas,2015,Total fertility rate (children per women),2
19,Americas,2015,"Under five mortality rate for both sexes (per 1,000 live births)",15.4
19,Americas,2015,"Maternal mortality ratio (deaths per 100,000 population)",58
19,Americas,2015,Life expectancy at birth for both sexes (years),76.5
19,Americas,2015,Life expectancy at birth for males (years),73.7
19,Americas,2015,Life expectancy at birth for females (years),79.3
19,Americas,2020,Population annual rate of increase (percent),0.5
19,Americas,2020,Total fertility rate (children per women),1.8
19,Americas,2020,"Under five mortality rate for both sexes (per 1,000 live births)",13.7
19,Americas,2020,"Maternal mortality ratio (deaths per 100,000 population)",68
19,Americas,2020,Life expectancy at birth for both sexes (years),75
19,Americas,2020,Life expectancy at birth for males (years),71.9
19,Americas,2020,Life expectancy at birth for females (years),78.2
19,Americas,2024,Population annual rate of increase (percent),0.7
19,Americas,2024,Total fertility rate (children per women),1.7
19,Americas,2024,"Under five mortality rate for both sexes (per 1,000 live births)",12.7
19,Americas,2024,Life expectancy at birth for both sexes (years),77.4
19,Americas,2024,Life expectancy at birth for males (years),74.7
19,Americas,2024,Life expectancy at birth for females (years),80.3
21,Northern America,2010,Population annual rate of increase (percent),1
21,Northern America,2010,Total fertility rate (children per women),1.9
21,Northern America,2010,"Under five mortality rate for both sexes (per 1,000 live births)",7.1
21,Northern America,2010,"Maternal mortality ratio (deaths per 100,000 population)",14
21,Northern America,2010,Life expectancy at birth for both sexes (years),78.9
21,Northern America,2010,Life expectancy at birth for males (years),76.5
21,Northern America,2010,Life expectancy at birth for females (years),81.3
21,Northern America,2015,Population annual rate of increase (percent),0.9
21,Northern America,2015,Total fertility rate (children per women),1.8
21,Northern America,2015,"Under five mortality rate for both sexes (per 1,000 live births)",6.7
21,Northern America,2015,"Maternal mortality ratio (deaths per 100,000 population)",17
21,Northern America,2015,Life expectancy at birth for both sexes (years),79
21,Northern America,2015,Life expectancy at birth for males (years),76.7
21,Northern America,2015,Life expectancy at birth for females (years),81.4
21,Northern America,2020,Population annual rate of increase (percent),0.2
21,Northern America,2020,Total fertility rate (children per women),1.6
21,Northern America,2020,"Under five mortality rate for both sexes (per 1,000 live births)",6.1
21,Northern America,2020,"Maternal mortality ratio (deaths per 100,000 population)",20
21,Northern America,2020,Life expectancy at birth for both sexes (years),77.5
21,Northern America,2020,Life expectancy at birth for males (years),74.8
21,Northern America,2020,Life expectancy at birth for females (years),80.3
21,Northern America,2024,Population annual rate of increase (percent),0.6
21,Northern America,2024,Total fertility rate (children per women),1.6
21,Northern America,2024,"Under five mortality rate for both sexes (per 1,000 live births)",5.8
21,Northern America,2024,Life expectancy at birth for both sexes (years),79.8
21,Northern America,2024,Life expectancy at birth for males (years),77.4
21,Northern America,2024,Life expectancy at birth for females (years),82.3
419,Latin America & the Caribbean,2010,Population annual rate of increase (percent),1.1
419,Latin America & the Caribbean,2010,Total fertility rate (children per women),2.2
419,Latin America & the Caribbean,2010,"Under five mortality rate for both sexes (per 1,000 live births)",23.5
419,Latin America & the Caribbean,2010,"Maternal mortality ratio (deaths per 100,000 population)",79
419,Latin America & the Caribbean,2010,Life expectancy at birth for both sexes (years),73.2
419,Latin America & the Caribbean,2010,Life expectancy at birth for males (years),70.2
419,Latin America & the Caribbean,2010,Life expectancy at birth for females (years),76.3
419,Latin America & the Caribbean,2015,Population annual rate of increase (percent),1
419,Latin America & the Caribbean,2015,Total fertility rate (children per women),2.1
419,Latin America & the Caribbean,2015,"Under five mortality rate for both sexes (per 1,000 live births)",18.9
419,Latin America & the Caribbean,2015,"Maternal mortality ratio (deaths per 100,000 population)",75
419,Latin America & the Caribbean,2015,Life expectancy at birth for both sexes (years),74.8
419,Latin America & the Caribbean,2015,Life expectancy at birth for males (years),71.8
419,Latin America & the Caribbean,2015,Life expectancy at birth for females (years),77.9
419,Latin America & the Caribbean,2020,Population annual rate of increase (percent),0.6
419,Latin America & the Caribbean,2020,Total fertility rate (children per women),1.9
419,Latin America & the Caribbean,2020,"Under five mortality rate for both sexes (per 1,000 live births)",16.9
419,Latin America & the Caribbean,2020,"Maternal mortality ratio (deaths per 100,000 population)",88
419,Latin America & the Caribbean,2020,Life expectancy at birth for both sexes (years),73.3
419,Latin America & the Caribbean,2020,Life expectancy at birth for males (years),70
419,Latin America & the Caribbean,2020,Life expectancy at birth for females (years),76.7
419,Latin America & the Caribbean,2024,Population annual rate of increase (percent),0.7
419,Latin America & the Caribbean,2024,Total fertility rate (children per women),1.8
419,Latin America & the Caribbean,2024,"Under five mortality rate for both sexes (per 1,000 live births)",15.6
419,Latin America & the Caribbean,2024,Life expectancy at birth for both sexes (years),75.9
419,Latin America & the Caribbean,2024,Life expectancy at birth for males (years),72.9
419,Latin America & the Caribbean,2024,Life expectancy at birth for females (years),78.8
29,Caribbean,2010,Population annual rate of increase (percent),0.5
29,Caribbean,2010,Total fertility rate (children per women),2.3
29,Caribbean,2010,"Under five mortality rate for both sexes (per 1,000 live births)",64.9
29,Caribbean,2010,"Maternal mortality ratio (deaths per 100,000 population)",191
29,Caribbean,2010,Life expectancy at birth for both sexes (years),65.5
29,Caribbean,2010,Life expectancy at birth for males (years),63.8
29,Caribbean,2010,Life expectancy at birth for females (years),67.3
29,Caribbean,2015,Population annual rate of increase (percent),0.6
29,Caribbean,2015,Total fertility rate (children per women),2.2
29,Caribbean,2015,"Under five mortality rate for both sexes (per 1,000 live births)",39.4
29,Caribbean,2015,"Maternal mortality ratio (deaths per 100,000 population)",192
29,Caribbean,2015,Life expectancy at birth for both sexes (years),72.5
29,Caribbean,2015,Life expectancy at birth for males (years),69.6
29,Caribbean,2015,Life expectancy at birth for females (years),75.4
29,Caribbean,2020,Population annual rate of increase (percent),0.5
29,Caribbean,2020,Total fertility rate (children per women),2
29,Caribbean,2020,"Under five mortality rate for both sexes (per 1,000 live births)",36.6
29,Caribbean,2020,"Maternal mortality ratio (deaths per 100,000 population)",188
29,Caribbean,2020,Life expectancy at birth for both sexes (years),72.3
29,Caribbean,2020,Life expectancy at birth for males (years),69
29,Caribbean,2020,Life expectancy at birth for females (years),75.7
29,Caribbean,2024,Population annual rate of increase (percent),0.4
29,Caribbean,2024,Total fertility rate (children per women),2
29,Caribbean,2024,"Under five mortality rate for both sexes (per 1,000 live births)",35.1
29,Caribbean,2024,Life expectancy at birth for both sexes (years),73.3
29,Caribbean,2024,Life expectancy at birth for males (years),70.1
29,Caribbean,2024,Life expectancy at birth for females (years),76.5
13,Central America,2010,Population annual rate of increase (percent),1.5
13,Central America,2010,Total fertility rate (children per women),2.5
13,Central America,2010,"Under five mortality rate for both sexes (per 1,000 live births)",21.4
13,Central America,2010,"Maternal mortality ratio (deaths per 100,000 population)",63
13,Central America,2010,Life expectancy at birth for both sexes (years),73.2
13,Central America,2010,Life expectancy at birth for males (years),70.5
13,Central America,2010,Life expectancy at birth for females (years),75.9
13,Central America,2015,Population annual rate of increase (percent),1.1
13,Central America,2015,Total fertility rate (children per women),2.3
13,Central America,2015,"Under five mortality rate for both sexes (per 1,000 live births)",18.1
13,Central America,2015,"Maternal mortality ratio (deaths per 100,000 population)",60
13,Central America,2015,Life expectancy at birth for both sexes (years),74
13,Central America,2015,Life expectancy at birth for males (years),71.4
13,Central America,2015,Life expectancy at birth for females (years),76.7
13,Central America,2020,Population annual rate of increase (percent),0.9
13,Central America,2020,Total fertility rate (children per women),2.1
13,Central America,2020,"Under five mortality rate for both sexes (per 1,000 live births)",15.2
13,Central America,2020,"Maternal mortality ratio (deaths per 100,000 population)",64
13,Central America,2020,Life expectancy at birth for both sexes (years),70.8
13,Central America,2020,Life expectancy at birth for males (years),67.4
13,Central America,2020,Life expectancy at birth for females (years),74.4
13,Central America,2024,Population annual rate of increase (percent),1
13,Central America,2024,Total fertility rate (children per women),2
13,Central America,2024,"Under five mortality rate for both sexes (per 1,000 live births)",13.7
13,Central America,2024,Life expectancy at birth for both sexes (years),75.1
13,Central America,2024,Life expectancy at birth for males (years),72.4
13,Central America,2024,Life expectancy at birth for females (years),77.9
5,South America,2010,Population annual rate of increase (percent),1
5,South America,2010,Total fertility rate (children per women),2.1
5,South America,2010,"Under five mortality rate for both sexes (per 1,000 live births)",19.9
5,South America,2010,"Maternal mortality ratio (deaths per 100,000 population)",74
5,South America,2010,Life expectancy at birth for both sexes (years),74
5,South America,2010,Life expectancy at birth for males (years),70.8
5,South America,2010,Life expectancy at birth for females (years),77.4
5,South America,2015,Population annual rate of increase (percent),0.9
5,South America,2015,Total fertility rate (children per women),2
5,South America,2015,"Under five mortality rate for both sexes (per 1,000 live births)",17.1
5,South America,2015,"Maternal mortality ratio (deaths per 100,000 population)",70
5,South America,2015,Life expectancy at birth for both sexes (years),75.3
5,South America,2015,Life expectancy at birth for males (years),72.1
5,South America,2015,Life expectancy at birth for females (years),78.5
5,South America,2020,Population annual rate of increase (percent),0.6
5,South America,2020,Total fertility rate (children per women),1.8
5,South America,2020,"Under five mortality rate for both sexes (per 1,000 live births)",15.5
5,South America,2020,"Maternal mortality ratio (deaths per 100,000 population)",86
5,South America,2020,Life expectancy at birth for both sexes (years),74.3
5,South America,2020,Life expectancy at birth for males (years),71.1
5,South America,2020,Life expectancy at birth for females (years),77.6
5,South America,2024,Population annual rate of increase (percent),0.6
5,South America,2024,Total fertility rate (children per women),1.7
5,South America,2024,"Under five mortality rate for both sexes (per 1,000 live births)",14.4
5,South America,2024,Life expectancy at birth for both sexes (years),76.4
5,South America,2024,Life expectancy at birth for males (years),73.5
5,South America,2024,Life expectancy at birth for females (years),79.3
142,Asia,2010,Population annual rate of increase (percent),1.2
142,Asia,2010,Total fertility rate (children per women),2.3
142,Asia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",42.2
142,Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",148
142,Asia,2010,Life expectancy at birth for both sexes (years),71.4
142,Asia,2010,Life expectancy at birth for males (years),69.1
142,Asia,2010,Life expectancy at birth for females (years),73.8
142,Asia,2015,Population annual rate of increase (percent),1
142,Asia,2015,Total fertility rate (children per women),2.2
142,Asia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",33.2
142,Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",117
142,Asia,2015,Life expectancy at birth for both sexes (years),73
142,Asia,2015,Life expectancy at birth for males (years),70.6
142,Asia,2015,Life expectancy at birth for females (years),75.5
142,Asia,2020,Population annual rate of increase (percent),0.7
142,Asia,2020,Total fertility rate (children per women),2
142,Asia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",27.9
142,Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",104
142,Asia,2020,Life expectancy at birth for both sexes (years),73.6
142,Asia,2020,Life expectancy at birth for males (years),71.1
142,Asia,2020,Life expectancy at birth for females (years),76.3
142,Asia,2024,Population annual rate of increase (percent),0.6
142,Asia,2024,Total fertility rate (children per women),1.9
142,Asia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",25.8
142,Asia,2024,Life expectancy at birth for both sexes (years),74.8
142,Asia,2024,Life expectancy at birth for males (years),72.3
142,Asia,2024,Life expectancy at birth for females (years),77.4
143,Central Asia,2010,Population annual rate of increase (percent),1.6
143,Central Asia,2010,Total fertility rate (children per women),2.7
143,Central Asia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",31.1
143,Central Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",34
143,Central Asia,2010,Life expectancy at birth for both sexes (years),68.9
143,Central Asia,2010,Life expectancy at birth for males (years),65.1
143,Central Asia,2010,Life expectancy at birth for females (years),72.7
143,Central Asia,2015,Population annual rate of increase (percent),1.8
143,Central Asia,2015,Total fertility rate (children per women),2.8
143,Central Asia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",23.4
143,Central Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",26
143,Central Asia,2015,Life expectancy at birth for both sexes (years),70.9
143,Central Asia,2015,Life expectancy at birth for males (years),67.4
143,Central Asia,2015,Life expectancy at birth for females (years),74.4
143,Central Asia,2020,Population annual rate of increase (percent),1.9
143,Central Asia,2020,Total fertility rate (children per women),3.1
143,Central Asia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",19.1
143,Central Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",25
143,Central Asia,2020,Life expectancy at birth for both sexes (years),70.6
143,Central Asia,2020,Life expectancy at birth for males (years),67.3
143,Central Asia,2020,Life expectancy at birth for females (years),74
143,Central Asia,2024,Population annual rate of increase (percent),1.7
143,Central Asia,2024,Total fertility rate (children per women),3.2
143,Central Asia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",16.6
143,Central Asia,2024,Life expectancy at birth for both sexes (years),72.8
143,Central Asia,2024,Life expectancy at birth for males (years),69.4
143,Central Asia,2024,Life expectancy at birth for females (years),76.1
30,Eastern Asia,2010,Population annual rate of increase (percent),0.6
30,Eastern Asia,2010,Total fertility rate (children per women),1.7
30,Eastern Asia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",15.1
30,Eastern Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",33
